centerFrame,time,zeroCross,intensity,autoCorr,LPC1,error,bandRatio,HNR
4055,40.55000,27.00000,-5.53345,0.94629,-1.59345,-2.88319,15.71944,5.37445
4056,40.56000,28.00000,-5.74101,0.94627,-1.85019,-2.93236,16.29434,5.47267
4057,40.57000,25.00000,-5.25291,0.94746,-1.58243,-2.90281,16.59215,5.26235
4058,40.58000,24.00000,-5.24289,0.94818,-1.90736,-2.94232,17.44737,5.36063
4059,40.59000,29.00000,-5.99933,0.94540,-1.45495,-2.83988,14.50086,5.55148
4060,40.60000,26.00000,-6.04998,0.94711,-1.88624,-2.93353,15.26571,5.38098
4061,40.61000,23.00000,-5.59219,0.94547,-1.48507,-2.85993,14.75738,5.37152
4062,40.62000,25.00000,-5.70424,0.94380,-1.87038,-2.92292,15.88129,5.35931
4063,40.63000,27.00000,-6.03336,0.94847,-1.61811,-2.87470,14.98348,5.26887
4064,40.64000,28.00000,-6.37220,0.94872,-1.86210,-2.91899,15.30415,5.40199
4065,40.65000,29.00000,-5.97763,0.94637,-1.57574,-2.86078,14.55490,5.41187
4066,40.66000,29.00000,-5.60753,0.94872,-1.81745,-2.92489,15.78058,5.16904
4067,40.67000,29.00000,-6.07790,0.94769,-1.84669,-2.92730,16.04418,5.22596
4068,40.68000,25.00000,-6.49022,0.94837,-1.66914,-2.89439,14.70888,5.30380
4069,40.69000,25.00000,-6.07699,0.95304,-1.93574,-2.94140,14.12268,5.09637
4070,40.70000,27.00000,-5.95191,0.95092,-1.83092,-2.92861,14.20611,5.15006
4071,40.71000,29.00000,-6.04625,0.95174,-1.79438,-2.92307,14.37859,5.31457
4072,40.72000,31.00000,-5.71070,0.95493,-1.62894,-2.90475,13.75961,5.26922
4073,40.73000,33.00000,-6.20553,0.94678,-1.68754,-2.90684,13.64639,5.35688
4074,40.74000,31.00000,-6.35403,0.94573,-1.65196,-2.88075,13.65806,5.43661
4075,40.75000,29.00000,-5.56863,0.95416,-1.86918,-2.92833,15.53011,5.28720
4076,40.76000,32.00000,-5.75847,0.95133,-1.95764,-2.93361,15.81035,5.28353
4077,40.77000,35.00000,-6.39282,0.94827,-1.65146,-2.88508,13.88561,5.40711
4078,40.78000,32.00000,-5.84557,0.95372,-1.94341,-2.93057,14.14834,5.30190
4079,40.79000,25.00000,-5.46611,0.95471,-1.69900,-2.89945,14.47352,5.42365
4080,40.80000,25.00000,-5.76439,0.95445,-1.88093,-2.92875,15.19702,5.50912
4081,40.81000,28.00000,-5.69985,0.95773,-1.76427,-2.91762,15.35154,5.36830
4082,40.82000,27.00000,-5.72337,0.95799,-1.62114,-2.89625,14.07869,5.37235
4083,40.83000,28.00000,-5.92316,0.95502,-1.89007,-2.92307,14.62177,5.52913
4084,40.84000,25.00000,-5.69311,0.95841,-1.72739,-2.91196,15.37343,5.33356
4085,40.85000,21.00000,-5.38284,0.96265,-2.27008,-2.96784,17.01710,5.29488
4086,40.86000,28.00000,-5.59244,0.96043,-2.04514,-2.95341,17.75076,5.42450
4087,40.87000,31.00000,-5.72913,0.96200,-1.57612,-2.89182,16.49027,5.47361
4088,40.88000,25.00000,-5.90438,0.96018,-1.93814,-2.93846,16.25356,5.26606
4089,40.89000,26.00000,-5.99214,0.95430,-1.63408,-2.87867,14.90233,5.31232
4090,40.90000,33.00000,-5.73757,0.95604,-1.91809,-2.93209,16.86858,5.38527
4091,40.91000,33.00000,-5.48674,0.95746,-2.04589,-2.94534,17.09923,5.31501
4092,40.92000,37.00000,-5.93515,0.95618,-1.65145,-2.89088,16.31546,5.21865
4093,40.93000,42.00000,-6.46666,0.95167,-2.00795,-2.93308,17.15609,5.37081
4094,40.94000,29.00000,-5.58762,0.95586,-1.71865,-2.90493,17.74463,5.43612
4095,40.95000,26.00000,-5.59119,0.95660,-1.87833,-2.93135,18.28712,5.35528
4096,40.96000,35.00000,-6.25003,0.95550,-1.82114,-2.91934,18.08680,5.32995
4097,40.97000,33.00000,-6.15526,0.95558,-1.85031,-2.92443,17.97266,5.42206
4098,40.98000,29.00000,-6.06565,0.95373,-1.76064,-2.90748,16.58055,5.40171
4099,40.99000,31.00000,-6.03739,0.95555,-1.96295,-2.93812,18.16763,5.30013
4100,41.00000,28.00000,-5.96750,0.95690,-1.70732,-2.90640,17.01438,5.27599
4101,41.01000,25.00000,-6.36899,0.95590,-1.62280,-2.88755,16.21390,5.53092
4102,41.02000,36.00000,-6.45181,0.95262,-1.77670,-2.90770,16.77236,5.55868
4103,41.03000,39.00000,-5.97446,0.95116,-1.62665,-2.87740,16.04884,5.44805
4104,41.04000,36.00000,-5.72297,0.95386,-1.81081,-2.92031,17.98992,5.47347
4105,41.05000,37.00000,-5.97563,0.95550,-1.55159,-2.87951,17.79852,5.58762
4106,41.06000,39.00000,-6.35209,0.95127,-1.70895,-2.89794,17.56836,5.56397
4107,41.07000,37.00000,-5.96014,0.94941,-1.65344,-2.88457,17.91427,5.46929
4108,41.08000,35.00000,-5.54535,0.95134,-1.74384,-2.90903,17.86863,5.34819
4109,41.09000,31.00000,-5.80448,0.95300,-1.72898,-2.90322,16.91398,5.37906
4110,41.10000,35.00000,-6.12730,0.94867,-1.72445,-2.89615,16.89687,5.40208
4111,41.11000,37.00000,-5.81210,0.95139,-1.75920,-2.90796,16.88292,5.40040
4112,41.12000,32.00000,-5.38267,0.95750,-1.90771,-2.94040,18.30943,5.31396
4113,41.13000,32.00000,-5.42108,0.95466,-1.70622,-2.91480,17.90025,5.38797
4114,41.14000,28.00000,-5.88744,0.95495,-1.60022,-2.88923,17.37238,5.54384
4115,41.15000,31.00000,-5.67904,0.95705,-1.69772,-2.91578,18.21294,5.45221
4116,41.16000,33.00000,-5.57965,0.95391,-1.65449,-2.89894,17.98048,5.46782
4117,41.17000,31.00000,-5.49021,0.95570,-1.95626,-2.94278,18.60059,5.46637
4118,41.18000,32.00000,-4.99140,0.96059,-1.70075,-2.92506,18.55076,5.50798
4119,41.19000,33.00000,-5.77838,0.95973,-1.57680,-2.89901,17.71425,5.42697
4120,41.20000,37.00000,-5.90089,0.95522,-1.61389,-2.89740,17.54819,5.44935
4121,41.21000,29.00000,-5.05384,0.95573,-1.55769,-2.88640,16.61069,5.46901
4122,41.22000,25.00000,-5.12657,0.95752,-1.90594,-2.94392,19.23398,5.42552
4123,41.23000,38.00000,-5.25778,0.95302,-1.66201,-2.90559,18.58499,5.38294
4124,41.24000,33.00000,-5.53592,0.95099,-1.94728,-2.93602,19.05313,5.45690
4125,41.25000,29.00000,-5.26215,0.95211,-1.74087,-2.91363,19.14187,5.50210
4126,41.26000,36.00000,-4.86502,0.95071,-1.84098,-2.92991,19.85738,5.34234
4127,41.27000,33.00000,-5.14628,0.94775,-1.73256,-2.90419,18.97780,5.39181
4128,41.28000,35.00000,-5.31706,0.94968,-1.61114,-2.87853,17.96033,5.34251
4129,41.29000,35.00000,-5.44729,0.95143,-1.70602,-2.90857,19.19963,5.30898
4130,41.30000,29.00000,-5.23119,0.95140,-1.60155,-2.88622,18.79569,5.14325
4131,41.31000,33.00000,-4.73808,0.95501,-1.91371,-2.94445,20.18304,5.02657
4132,41.32000,34.00000,-5.25470,0.95341,-1.66243,-2.90250,18.05780,5.08840
4133,41.33000,31.00000,-5.53323,0.95573,-1.52464,-2.87999,17.76703,4.91200
4134,41.34000,37.00000,-5.32927,0.95725,-1.60703,-2.89882,17.94106,4.90928
4135,41.35000,33.00000,-5.53156,0.95365,-1.47282,-2.85364,16.23338,4.91987
4136,41.36000,24.00000,-5.11661,0.95834,-1.75788,-2.92935,19.38683,4.78885
4137,41.37000,27.00000,-5.76081,0.95350,-1.66668,-2.89462,17.56614,4.90120
4138,41.38000,35.00000,-6.21216,0.94546,-1.83725,-2.91477,18.86136,5.32114
4139,41.39000,41.00000,-4.74220,0.95366,-1.76828,-2.92228,20.05018,5.01749
4140,41.40000,37.00000,-4.83530,0.95194,-1.90127,-2.93787,19.59649,5.16944
4141,41.41000,30.00000,-5.34570,0.94617,-1.66735,-2.89220,18.35827,5.53632
4142,41.42000,31.00000,-4.14971,0.94929,-2.07260,-2.95662,21.55262,5.58388
4143,41.43000,37.00000,-3.38878,0.95197,-1.71693,-2.92078,20.20334,5.32881
4144,41.44000,36.00000,-4.07292,0.95203,-1.73601,-2.92163,19.80421,5.39965
4145,41.45000,31.00000,-5.60330,0.94764,-1.95342,-2.93453,18.95906,5.57024
4146,41.46000,32.00000,-4.97480,0.95228,-1.64470,-2.90616,19.27365,5.29494
4147,41.47000,39.00000,-4.09181,0.95642,-1.89324,-2.94746,21.32120,5.03351
4148,41.48000,34.00000,-5.12213,0.95030,-1.71441,-2.90419,19.57136,5.16851
4149,41.49000,34.00000,-5.79757,0.95018,-1.57710,-2.87615,17.48663,5.02354
4150,41.50000,31.00000,-5.43097,0.96034,-1.62531,-2.90887,18.50859,5.03539
4151,41.51000,21.00000,-5.68747,0.96219,-1.47759,-2.88116,16.94510,5.07606
4152,41.52000,25.00000,-5.39301,0.96231,-1.86971,-2.94967,19.22756,5.25764
4153,41.53000,28.00000,-5.18461,0.96123,-1.55767,-2.90069,18.38156,5.21703
4154,41.54000,35.00000,-5.26744,0.96183,-1.61440,-2.92197,19.52881,5.37650
4155,41.55000,39.00000,-5.09723,0.96204,-1.56965,-2.91304,19.96562,5.23047
4156,41.56000,31.00000,-5.10248,0.96042,-1.67942,-2.92568,20.63353,5.34621
4157,41.57000,26.00000,-4.86189,0.96087,-1.74665,-2.94183,22.61132,5.26767
4158,41.58000,29.00000,-4.73992,0.96414,-1.96551,-2.96917,24.34577,5.30414
4159,41.59000,38.00000,-4.90809,0.96394,-1.66632,-2.93586,21.83034,5.41661
4160,41.60000,31.00000,-4.78619,0.96043,-1.95821,-2.96155,22.65295,5.41651
4161,41.61000,27.00000,-4.19569,0.96101,-1.50760,-2.90740,20.46858,5.54342
4162,41.62000,35.00000,-3.82738,0.96128,-2.01475,-2.97520,25.65348,5.50506
4163,41.63000,40.00000,-3.94619,0.95777,-1.54493,-2.92049,21.76376,5.52095
4164,41.64000,45.00000,-4.86433,0.95220,-1.76460,-2.93402,21.41864,5.49669
4165,41.65000,39.00000,-5.88761,0.94280,-2.06138,-2.94900,20.76167,5.31559
4166,41.66000,29.00000,-5.96217,0.94235,-1.75503,-2.90056,19.35343,5.27498
4167,41.67000,30.00000,-5.99328,0.94525,-1.60739,-2.87780,18.15034,5.39066
4168,41.68000,33.00000,-5.47090,0.94944,-1.92203,-2.93801,20.26541,5.45506
4169,41.69000,37.00000,-5.04758,0.94871,-1.58916,-2.88342,18.48032,5.39831
4170,41.70000,37.00000,-5.25029,0.94298,-1.93778,-2.93541,19.01280,5.69231
4171,41.71000,33.00000,-5.22609,0.93579,-1.79300,-2.91369,18.71157,5.59155
4172,41.72000,36.00000,-5.09004,0.93588,-1.86312,-2.92223,18.50655,5.71234
4173,41.73000,40.00000,-5.09198,0.93198,-1.89129,-2.92507,17.91810,5.56085
4174,41.74000,41.00000,-4.82350,0.92456,-1.64951,-2.87284,16.25381,5.62616
4175,41.75000,36.00000,-4.86675,0.92456,-1.79547,-2.90424,17.82769,5.34056
4176,41.76000,34.00000,-5.40307,0.91597,-1.64145,-2.84633,16.41214,5.18207
4177,41.77000,39.00000,-6.17854,0.90108,-1.91196,-2.89323,15.88456,4.84074
4178,41.78000,40.00000,-6.31448,0.88469,-1.74311,-2.84356,15.06762,4.83478
4179,41.79000,47.00000,-6.22479,0.87872,-1.81173,-2.86374,14.67597,4.85469
4180,41.80000,50.00000,-5.58696,0.90025,-1.64274,-2.85022,14.96098,4.87178
4181,41.81000,42.00000,-5.45458,0.91666,-1.75547,-2.89256,15.61030,4.87458
4182,41.82000,34.00000,-5.97622,0.91486,-1.59554,-2.84433,15.09468,4.83427
4183,41.83000,33.00000,-6.85016,0.89985,-1.71408,-2.85474,14.68983,4.80877
4184,41.84000,40.00000,-7.43216,0.88198,-1.56953,-2.79121,13.95044,4.76849
4185,41.85000,46.00000,-6.47411,0.90033,-1.70265,-2.86113,14.93260,4.77714
4186,41.86000,48.00000,-5.33447,0.91329,-1.58693,-2.86036,15.68143,4.86764
4187,41.87000,44.00000,-5.06530,0.90740,-1.67747,-2.88742,15.82000,5.10250
4188,41.88000,41.00000,-5.42703,0.89848,-1.57229,-2.84632,15.97720,5.18016
4189,41.89000,44.00000,-5.50349,0.88364,-1.76273,-2.86821,15.39000,5.13986
4190,41.90000,47.00000,-5.72317,0.86700,-1.75802,-2.86185,14.78740,5.24277
4191,41.91000,49.00000,-6.03310,0.86674,-1.62769,-2.82966,14.52857,5.41312
4192,41.92000,51.00000,-5.10964,0.88754,-1.78152,-2.87210,15.57789,5.34329
4193,41.93000,50.00000,-4.64840,0.89675,-1.54727,-2.84195,15.67796,5.39900
4194,41.94000,49.00000,-4.68509,0.89597,-1.73952,-2.90023,16.58578,5.46220
4195,41.95000,44.00000,-4.55978,0.89817,-1.66880,-2.87449,16.24964,5.16097
4196,41.96000,38.00000,-5.68137,0.89376,-1.74832,-2.88548,15.30546,4.89322
4197,41.97000,38.00000,-7.23209,0.88723,-1.64597,-2.82372,13.60825,4.95272
4198,41.98000,41.00000,-6.63638,0.89555,-1.66936,-2.86359,14.61878,4.88046
4199,41.99000,40.00000,-5.43191,0.91385,-1.42629,-2.83719,15.74915,4.66080
4200,42.00000,35.00000,-5.40409,0.91647,-1.69320,-2.89813,16.60867,4.70325
4201,42.01000,39.00000,-6.62439,0.88733,-1.38981,-2.78279,13.94531,4.78842
4202,42.02000,44.00000,-7.30048,0.87871,-1.60282,-2.83142,14.36712,4.79253
4203,42.03000,38.00000,-6.56479,0.90148,-1.59090,-2.86742,15.73533,4.58708
4204,42.04000,38.00000,-6.04468,0.91649,-1.60518,-2.89259,17.13469,4.43187
4205,42.05000,42.00000,-6.71360,0.90944,-1.65254,-2.87295,16.28977,4.57798
4206,42.06000,43.00000,-7.77036,0.89185,-1.50366,-2.78398,14.36340,4.57096
4207,42.07000,41.00000,-6.83633,0.90916,-1.56262,-2.85031,16.15873,4.46862
4208,42.08000,34.00000,-5.89960,0.92284,-1.53816,-2.87522,17.56955,4.47407
4209,42.09000,37.00000,-6.53614,0.91570,-1.52461,-2.86132,16.20791,4.82161
4210,42.10000,36.00000,-7.48208,0.89808,-1.54916,-2.81911,14.53692,4.74323
4211,42.11000,30.00000,-7.36694,0.90196,-1.69655,-2.85684,15.33185,4.76032
4212,42.12000,30.00000,-7.93767,0.92376,-1.71882,-2.87551,15.31232,4.50680
4213,42.13000,30.00000,-8.48075,0.93844,-1.64937,-2.87043,15.12275,4.61374
4214,42.14000,31.00000,-8.75218,0.94070,-1.86424,-2.89751,16.20890,4.56998
4215,42.15000,24.00000,-7.68908,0.95378,-1.51309,-2.87039,17.28913,4.70031
4216,42.16000,22.00000,-6.27634,0.96462,-1.76601,-2.94858,20.94123,4.77510
4217,42.17000,23.00000,-5.82109,0.96497,-1.54469,-2.93229,20.97716,5.04073
4218,42.18000,21.00000,-5.74323,0.96094,-1.64615,-2.93242,20.46611,4.90231
4219,42.19000,24.00000,-6.48090,0.95371,-1.72158,-2.93849,20.52068,4.20173
4220,42.20000,28.00000,-8.01510,0.93705,-1.46209,-2.84210,15.77597,3.20136
4221,42.21000,29.00000,-7.65204,0.94229,-1.61009,-2.89188,15.68903,-37.86644
4222,42.22000,37.00000,-8.23292,0.93826,-1.45459,-2.84919,15.32509,-78.87796
4223,42.23000,35.00000,-9.13371,0.91614,-1.53210,-2.83857,15.54165,-79.85737
4224,42.24000,29.00000,-8.37971,0.93105,-1.60719,-2.86877,17.05602,-80.35378
4225,42.25000,36.00000,-8.78410,0.93909,-1.63715,-2.87685,17.58629,-80.43435
4226,42.26000,32.00000,-8.98249,0.94140,-1.63593,-2.87485,18.08496,-40.47153
4227,42.27000,30.00000,-9.44798,0.94925,-1.68538,-2.89812,18.08646,-0.65636
4228,42.28000,31.00000,-9.15324,0.94974,-1.56724,-2.87774,17.95125,-0.57204
4229,42.29000,23.00000,-8.70192,0.94744,-1.84217,-2.92331,18.88510,-0.60162
4230,42.30000,25.00000,-9.36678,0.94666,-1.63505,-2.89644,18.07291,-0.22053
4231,42.31000,25.00000,-9.27126,0.95813,-1.54432,-2.89421,18.98419,0.04086
4232,42.32000,22.00000,-9.29153,0.96349,-1.72633,-2.93558,21.35297,0.76866
4233,42.33000,19.00000,-8.43634,0.96838,-1.55774,-2.92585,20.55325,1.27974
4234,42.34000,15.00000,-8.46245,0.97117,-1.61965,-2.94685,22.22698,2.41930
4235,42.35000,19.00000,-8.70880,0.97091,-1.81415,-2.96306,22.26387,2.40199
4236,42.36000,26.00000,-8.20894,0.97111,-1.72804,-2.95928,22.97459,2.86781
4237,42.37000,27.00000,-8.84207,0.96783,-1.65559,-2.92965,19.88090,3.09673
4238,42.38000,25.00000,-8.32806,0.96993,-1.70886,-2.95188,21.34358,3.15057
4239,42.39000,29.00000,-8.96349,0.96951,-1.47199,-2.92125,19.75383,2.89172
4240,42.40000,27.00000,-9.27517,0.96796,-1.56020,-2.93041,19.51636,2.81690
4241,42.41000,18.00000,-8.90276,0.97033,-1.63423,-2.94144,19.67177,2.90167
4242,42.42000,19.00000,-9.32987,0.97030,-1.41656,-2.89704,17.82957,2.59494
4243,42.43000,21.00000,-9.27930,0.96680,-1.88079,-2.95734,20.47909,2.83027
4244,42.44000,22.00000,-9.41181,0.96717,-1.45941,-2.89562,18.62081,2.64929
4245,42.45000,23.00000,-9.04385,0.97275,-1.73172,-2.95734,19.94884,3.24397
4246,42.46000,23.00000,-8.78898,0.97006,-1.62119,-2.93988,18.96234,2.95119
4247,42.47000,24.00000,-9.21214,0.96566,-1.79658,-2.94998,19.86755,3.32199
4248,42.48000,22.00000,-9.38584,0.96648,-1.73999,-2.94328,17.98415,2.99575
4249,42.49000,25.00000,-8.91330,0.96952,-1.83250,-2.95970,19.19812,3.26327
4250,42.50000,35.00000,-9.53877,0.96862,-1.76313,-2.95065,19.70436,3.13660
4251,42.51000,28.00000,-9.56755,0.96943,-1.70277,-2.94248,19.14054,3.43523
4252,42.52000,23.00000,-9.14569,0.96893,-1.86323,-2.95933,21.57316,3.08928
4253,42.53000,29.00000,-9.34812,0.97094,-1.74992,-2.95502,21.13711,3.45965
4254,42.54000,23.00000,-9.51157,0.97149,-1.51018,-2.92877,18.81000,3.26854
4255,42.55000,22.00000,-9.35594,0.97107,-1.96627,-2.96958,20.66821,3.24968
4256,42.56000,37.00000,-9.59534,0.96929,-1.51131,-2.91706,18.25865,3.09235
4257,42.57000,36.00000,-9.61439,0.96599,-1.77144,-2.94554,20.71281,3.15450
4258,42.58000,26.00000,-9.30336,0.96844,-1.91654,-2.96060,21.20618,3.12981
4259,42.59000,24.00000,-9.90143,0.96618,-1.59352,-2.92574,19.78474,3.35241
4260,42.60000,22.00000,-9.68508,0.96600,-1.59181,-2.92785,20.59459,3.20740
4261,42.61000,25.00000,-9.39533,0.96610,-1.79101,-2.94769,21.01446,3.27339
4262,42.62000,27.00000,-9.72924,0.96683,-1.59447,-2.92345,20.14783,3.48046
4263,42.63000,22.00000,-9.36013,0.96943,-1.62708,-2.93359,20.65383,3.43496
4264,42.64000,19.00000,-9.34320,0.96818,-1.73604,-2.94793,21.04300,3.35708
4265,42.65000,19.00000,-9.48873,0.96928,-1.54296,-2.91658,20.05148,3.33089
4266,42.66000,20.00000,-9.01751,0.97510,-1.79960,-2.96765,21.39362,3.51899
4267,42.67000,18.00000,-8.40103,0.98246,-1.66878,-2.97078,20.22474,3.87205
4268,42.68000,17.00000,-8.39012,0.98573,-1.47435,-2.96273,18.30842,4.04331
4269,42.69000,17.00000,-7.87216,0.98623,-1.73113,-2.98668,18.13989,4.48408
4270,42.70000,12.00000,-6.85570,0.98673,-1.38605,-2.95728,17.89291,4.98501
4271,42.71000,10.00000,-6.45685,0.98680,-1.86411,-2.99268,19.57024,5.11998
4272,42.72000,11.00000,-5.73650,0.98567,-1.34045,-2.95415,17.45249,4.92946
4273,42.73000,14.00000,-5.63213,0.98081,-1.79960,-2.98025,22.14979,5.30420
4274,42.74000,22.00000,-5.76491,0.96834,-1.70512,-2.94454,21.28595,5.35548
4275,42.75000,32.00000,-5.24622,0.96116,-2.02641,-2.96372,21.93066,5.40623
4276,42.76000,28.00000,-5.65827,0.95728,-1.93097,-2.95168,21.01867,5.59910
4277,42.77000,17.00000,-6.16930,0.96199,-1.59143,-2.90426,18.33625,5.81399
4278,42.78000,19.00000,-5.65624,0.96640,-1.74473,-2.94813,19.54730,5.74810
4279,42.79000,21.00000,-5.66113,0.95974,-1.58994,-2.90993,17.89585,5.79969
4280,42.80000,21.00000,-5.78607,0.96013,-1.69004,-2.93666,20.33151,5.93637
4281,42.81000,21.00000,-5.37074,0.96434,-1.85860,-2.96048,21.68477,5.78421
4282,42.82000,25.00000,-5.43101,0.96226,-1.63758,-2.92439,18.99300,5.66897
4283,42.83000,25.00000,-6.33198,0.95947,-1.70071,-2.93463,19.54869,5.85859
4284,42.84000,22.00000,-6.27584,0.96077,-1.62783,-2.92847,18.62599,5.78602
4285,42.85000,22.00000,-5.43322,0.96430,-1.81964,-2.95669,19.58341,5.68289
4286,42.86000,21.00000,-5.96155,0.96238,-1.99236,-2.96594,19.61092,5.79921
4287,42.87000,23.00000,-6.40419,0.96050,-1.67683,-2.93620,19.23478,5.96565
4288,42.88000,17.00000,-6.28480,0.96674,-1.72886,-2.95403,18.76128,5.81504
4289,42.89000,16.00000,-6.40076,0.96335,-1.70661,-2.93967,17.48207,5.86983
4290,42.90000,21.00000,-6.14216,0.96108,-1.76830,-2.94203,18.33812,6.09253
4291,42.91000,19.00000,-5.77506,0.96619,-1.95956,-2.96957,19.79029,5.88902
4292,42.92000,22.00000,-5.89458,0.96522,-1.65260,-2.93632,18.79778,5.79878
4293,42.93000,21.00000,-6.87393,0.96091,-1.60070,-2.91101,17.36396,5.87690
4294,42.94000,22.00000,-6.62447,0.96559,-1.65902,-2.93505,17.54527,5.69615
4295,42.95000,20.00000,-5.88206,0.96892,-1.59784,-2.93295,18.28314,5.72075
4296,42.96000,15.00000,-6.34612,0.96808,-2.02273,-2.97334,20.60180,5.91864
4297,42.97000,19.00000,-6.46270,0.96724,-1.89957,-2.96393,20.00558,5.95319
4298,42.98000,15.00000,-6.08724,0.97304,-1.58153,-2.93917,18.36141,5.73988
4299,42.99000,17.00000,-6.44718,0.97184,-1.73896,-2.96034,19.66326,5.91539
4300,43.00000,20.00000,-7.02913,0.96613,-1.57897,-2.91938,17.70368,5.82541
4301,43.01000,19.00000,-6.37288,0.97213,-1.79766,-2.96295,20.29269,5.66703
4302,43.02000,16.00000,-6.28910,0.97246,-1.92038,-2.97231,20.51847,5.68623
4303,43.03000,15.00000,-6.90624,0.97051,-1.87259,-2.96214,19.80462,5.77274
4304,43.04000,17.00000,-6.87100,0.97250,-1.71542,-2.95567,19.84267,5.70222
4305,43.05000,15.00000,-6.70498,0.97382,-1.96840,-2.97426,20.41435,5.51101
4306,43.06000,17.00000,-6.55812,0.97154,-1.69617,-2.94783,19.95136,5.69144
4307,43.07000,21.00000,-6.71722,0.97143,-1.77396,-2.95921,20.26943,5.69915
4308,43.08000,22.00000,-6.63321,0.97240,-1.58796,-2.94133,18.02503,5.47466
4309,43.09000,15.00000,-6.94660,0.97247,-1.57471,-2.94139,18.65784,5.61141
4310,43.10000,16.00000,-7.14167,0.97099,-1.74046,-2.94705,19.01582,5.81909
4311,43.11000,21.00000,-6.40673,0.97330,-1.73113,-2.95541,20.66740,5.61595
4312,43.12000,15.00000,-6.67672,0.97249,-1.96150,-2.97317,22.25800,5.53747
4313,43.13000,21.00000,-7.23628,0.96991,-1.96155,-2.96587,21.02489,5.78003
4314,43.14000,23.00000,-7.13926,0.97151,-1.78307,-2.95831,21.01813,5.57532
4315,43.15000,15.00000,-7.01423,0.97099,-2.09668,-2.97733,21.23734,5.40332
4316,43.16000,17.00000,-6.64434,0.96856,-1.74439,-2.95089,20.41030,5.62744
4317,43.17000,15.00000,-6.61547,0.96926,-1.77981,-2.95314,20.29417,5.53069
4318,43.18000,15.00000,-6.59157,0.97132,-1.70648,-2.94231,19.05732,5.33289
4319,43.19000,23.00000,-6.83784,0.96934,-1.68495,-2.94624,19.55168,5.46598
4320,43.20000,20.00000,-7.07146,0.96615,-1.74221,-2.94698,19.65331,5.34503
4321,43.21000,15.00000,-6.40868,0.96710,-1.87922,-2.96097,20.76537,4.97544
4322,43.22000,19.00000,-6.61226,0.96743,-2.07564,-2.97283,21.27538,5.21947
4323,43.23000,21.00000,-7.49954,0.96814,-1.56001,-2.91238,18.04437,5.32001
4324,43.24000,21.00000,-7.26398,0.96994,-1.98340,-2.96926,21.61362,4.99223
4325,43.25000,19.00000,-7.24043,0.96870,-1.58165,-2.91836,18.61196,5.21970
4326,43.26000,20.00000,-7.42025,0.96994,-1.78864,-2.94936,19.42987,5.35502
4327,43.27000,20.00000,-7.27348,0.97092,-1.76229,-2.94833,19.30607,4.95452
4328,43.28000,19.00000,-7.81108,0.96724,-1.75650,-2.94519,19.59396,5.13354
4329,43.29000,20.00000,-7.62131,0.96869,-1.75533,-2.94307,17.99764,5.22856
4330,43.30000,21.00000,-6.97133,0.97210,-1.80045,-2.95437,19.00240,4.82398
4331,43.31000,21.00000,-7.68893,0.96853,-2.04628,-2.96286,18.98931,4.95805
4332,43.32000,19.00000,-8.04195,0.96905,-1.70211,-2.93794,18.40100,5.16595
4333,43.33000,16.00000,-7.21503,0.97310,-1.97055,-2.96834,19.85037,4.84651
4334,43.34000,14.00000,-7.52351,0.96894,-1.92915,-2.95569,18.95773,4.90026
4335,43.35000,21.00000,-7.61499,0.96790,-1.62453,-2.91941,17.24326,5.11951
4336,43.36000,21.00000,-7.23703,0.97204,-1.57400,-2.92577,16.88255,5.03030
4337,43.37000,16.00000,-7.97149,0.96805,-1.64406,-2.91341,16.66300,5.15048
4338,43.38000,19.00000,-7.45783,0.96800,-1.64615,-2.91793,18.24130,5.14673
4339,43.39000,17.00000,-6.70842,0.97014,-2.10845,-2.96936,19.82733,5.05950
4340,43.40000,20.00000,-7.50001,0.96590,-2.09095,-2.96134,18.64349,5.13803
4341,43.41000,23.00000,-7.82438,0.96688,-1.95144,-2.95251,19.14077,5.14430
4342,43.42000,15.00000,-7.01522,0.97176,-1.98599,-2.96229,18.08333,5.02053
4343,43.43000,15.00000,-7.05410,0.96888,-1.92868,-2.95370,18.77993,5.21698
4344,43.44000,19.00000,-7.40056,0.96547,-1.67914,-2.91867,17.52348,5.19217
4345,43.45000,17.00000,-7.09610,0.96840,-1.58192,-2.91261,16.91901,5.17410
4346,43.46000,18.00000,-7.33075,0.96417,-1.68989,-2.91567,17.06769,5.33631
4347,43.47000,21.00000,-7.47610,0.95897,-1.63808,-2.89054,16.37873,5.17414
4348,43.48000,17.00000,-6.84128,0.96374,-2.06073,-2.95501,18.13211,4.90368
4349,43.49000,18.00000,-7.15453,0.96094,-1.97618,-2.94401,17.42277,5.07856
4350,43.50000,17.00000,-8.02438,0.95767,-1.78985,-2.91178,16.06395,5.03340
