# frameNo,time,energy,intensity,sonorantEnergy,sonorantIntensity,band2to20Energy,band2to20Intensity,band1Intensity,band2Intensity,band3Intensity,band4Intensity,band1overlapInten,band2overlapInten,band3overlapInten,band4overlapInten,band1vaishaliInten,band2vaishaliInten,band3vaishaliInten,band4vaishaliInten,spectralTilt
11422.00000,114.22000,0.23960,-6.20507,0.10213,-9.90863,0.13824,-8.59358,-8.37440,-15.95829,-18.99041,-26.84643,-10.33507,-17.46996,-25.98596,-33.01030,-8.78057,-10.45914,-26.56059,-33.01030,159.27034
11423.00000,114.23000,0.30113,-5.21250,0.10583,-9.75379,0.14760,-8.30928,-6.91168,-15.43605,-20.67829,-27.97236,-9.93507,-18.33921,-27.15867,-33.01030,-7.20681,-10.28782,-27.56661,-33.01030,171.49498
11424.00000,114.24000,0.23899,-6.21625,0.10319,-9.86353,0.14095,-8.50934,-8.41409,-15.53935,-21.50323,-28.27037,-9.97812,-18.76793,-27.33894,-33.01030,-8.84832,-10.40321,-27.98569,-33.01030,161.05179
11425.00000,114.25000,0.29268,-5.33607,0.10310,-9.86725,0.14553,-8.37054,-7.04953,-15.59772,-21.89984,-28.74024,-9.94536,-18.91800,-27.89352,-33.01030,-7.33028,-10.37290,-28.47024,-33.01030,167.49027
11426.00000,114.26000,0.23557,-6.27871,0.09598,-10.17820,0.13635,-8.65337,-8.33808,-16.05785,-21.57532,-28.20325,-10.29048,-18.69461,-27.27434,-33.01030,-8.73039,-10.69974,-27.90195,-33.01030,158.37123
11427.00000,114.27000,0.28902,-5.39074,0.09788,-10.09317,0.14332,-8.43679,-7.03131,-16.02219,-20.70956,-28.24023,-10.27479,-18.26975,-27.32625,-33.01030,-7.30847,-10.60159,-27.79697,-33.01030,167.40132
11428.00000,114.28000,0.22979,-6.38660,0.08965,-10.47430,0.12960,-8.87395,-8.35208,-16.49352,-20.48863,-27.36304,-10.73560,-18.23357,-26.59993,-33.01030,-8.72084,-10.99416,-26.93047,-33.01030,160.39674
11429.00000,114.29000,0.26285,-5.80300,0.08824,-10.54329,0.12954,-8.87612,-7.41232,-16.64652,-20.58176,-27.94119,-10.77971,-18.35217,-27.16445,-33.01030,-7.71504,-11.11457,-27.32597,-33.01030,162.78693
11430.00000,114.30000,0.20832,-6.81275,0.08221,-10.85078,0.11636,-9.34189,-8.75919,-16.80219,-21.83071,-28.24919,-10.98061,-18.98235,-27.41822,-33.01030,-9.19157,-11.45468,-27.70576,-33.01030,155.62445
11431.00000,114.31000,0.24956,-6.02817,0.08504,-10.70354,0.12148,-9.15510,-7.63607,-16.91759,-20.91087,-26.92162,-10.93230,-18.06470,-25.70865,-33.01030,-7.97326,-11.39921,-26.41469,-33.01030,160.48739
11432.00000,114.32000,0.20188,-6.94909,0.07813,-11.07191,0.10995,-9.58801,-8.80170,-17.47192,-20.53268,-26.99517,-11.36529,-18.09996,-26.16036,-33.01030,-9.27453,-11.83447,-26.57606,-33.01030,152.98679
11433.00000,114.33000,0.24448,-6.11757,0.08172,-10.87673,0.11583,-9.36189,-7.65176,-17.40744,-19.33149,-27.13167,-11.28502,-17.38022,-26.42689,-33.01030,-8.02909,-11.64912,-26.65881,-33.01030,159.28292
11434.00000,114.34000,0.19497,-7.10027,0.07562,-11.21387,0.10480,-9.79630,-8.92013,-17.62591,-19.52765,-26.47648,-11.71177,-17.70108,-25.50944,-33.01030,-9.44095,-12.06351,-26.06067,-33.01030,151.73984
11435.00000,114.35000,0.23132,-6.35794,0.07056,-11.51432,0.10075,-9.96772,-7.69350,-17.73895,-20.80481,-26.77863,-11.85758,-18.45419,-26.00017,-33.01030,-8.07522,-12.43227,-26.33647,-33.01030,157.01786
11436.00000,114.36000,0.18713,-7.27852,0.08598,-10.65579,0.11128,-9.53571,-9.38306,-16.95349,-18.55392,-26.39538,-11.16718,-16.52896,-25.51076,-33.01030,-10.25899,-11.70528,-26.12365,-33.01030,154.62306
11437.00000,114.37000,0.19323,-7.13917,0.07033,-11.52872,0.09555,-10.19776,-8.62747,-17.80420,-19.79400,-25.93812,-11.91301,-18.07630,-24.92737,-33.01030,-9.38778,-12.85796,-25.70101,-33.01030,150.99648
11438.00000,114.38000,0.13401,-8.72871,0.07304,-11.36410,0.09216,-10.35452,-11.37490,-16.77423,-19.72717,-25.78419,-11.76752,-17.41405,-24.97758,-31.72814,-12.74684,-12.46692,-25.53438,-33.01030,142.15838
11439.00000,114.39000,0.12772,-8.93748,0.07105,-11.48432,0.08708,-10.60077,-11.97927,-16.97547,-20.86682,-25.81973,-11.85428,-18.69650,-25.07613,-33.01030,-12.96746,-12.24237,-25.57350,-33.01030,133.87681
11440.00000,114.40000,0.11416,-9.42498,0.06455,-11.90099,0.08057,-10.93853,-12.58642,-16.59836,-20.92929,-25.63039,-12.26906,-18.35182,-24.75058,-32.37521,-13.70262,-12.66560,-25.39778,-33.01030,136.48353
11441.00000,114.41000,0.10467,-9.80185,0.06252,-12.03955,0.07864,-11.04345,-13.22060,-16.42083,-20.65366,-25.82140,-12.45949,-17.79800,-25.15790,-33.01030,-14.51376,-12.82153,-25.56662,-33.01030,128.64401
11442.00000,114.42000,0.13374,-8.73746,0.06376,-11.95447,0.08331,-10.79286,-11.16782,-16.58248,-21.90598,-26.12130,-12.22142,-18.55882,-25.21424,-32.74922,-11.97946,-12.82706,-25.71259,-33.01030,140.50449
11443.00000,114.43000,0.14092,-8.51021,0.05845,-12.33208,0.08382,-10.76653,-10.50891,-17.85364,-21.77362,-25.81660,-12.61603,-18.67018,-25.02130,-33.01030,-11.21181,-13.33044,-25.44545,-33.01030,136.70499
11444.00000,114.44000,0.19689,-7.05776,0.06464,-11.89532,0.10099,-9.95713,-8.59542,-16.93569,-24.50271,-24.74109,-11.88918,-18.98388,-24.08745,-31.85995,-9.03116,-12.80583,-24.57008,-33.01030,146.21224
11445.00000,114.45000,0.21029,-6.77186,0.06090,-12.15401,0.10255,-9.89045,-8.06895,-17.15203,-22.72924,-24.63244,-12.19550,-19.25751,-24.04683,-31.59197,-8.50040,-13.20069,-24.38047,-33.01030,147.85091
11446.00000,114.46000,0.19337,-7.13604,0.05805,-12.36172,0.10067,-9.97113,-8.38482,-18.83259,-21.73211,-24.57009,-12.52006,-19.53350,-23.94027,-31.95363,-8.97409,-13.84411,-24.33668,-33.01030,135.75739
11447.00000,114.47000,0.20984,-6.78119,0.05116,-12.91031,0.09665,-10.14803,-7.72561,-18.41872,-25.88875,-24.48119,-12.69548,-20.13227,-23.88003,-31.34752,-8.27603,-14.69470,-24.30865,-33.01030,144.90266
11448.00000,114.48000,0.17524,-7.56373,0.05228,-12.81630,0.09552,-10.19904,-8.81323,-17.38878,-22.57226,-23.76923,-12.80652,-17.71108,-23.35564,-31.05109,-9.48991,-14.37528,-23.63371,-33.01030,135.55635
11449.00000,114.49000,0.20188,-6.94899,0.05134,-12.89580,0.09194,-10.36518,-8.08190,-16.68165,-21.93002,-22.78210,-13.08840,-17.27142,-22.34852,-29.35847,-8.54824,-14.18545,-22.57845,-33.01030,146.60492
11450.00000,114.50000,0.16505,-7.82384,0.05799,-12.36667,0.09215,-10.35495,-9.47564,-15.63633,-21.98501,-22.79431,-12.53403,-17.67599,-22.60634,-27.79902,-10.15218,-13.52598,-22.59277,-33.01030,135.12996
11451.00000,114.51000,0.19931,-7.00480,0.06177,-12.09230,0.09420,-10.25950,-8.25784,-15.77493,-23.34945,-23.16665,-12.12656,-18.40112,-22.89083,-28.36297,-8.96167,-13.75531,-22.95200,-33.01030,150.58638
11452.00000,114.52000,0.15549,-8.08302,0.06474,-11.88852,0.09156,-10.38305,-9.63262,-17.66096,-20.53529,-22.78258,-12.19180,-17.85782,-22.36352,-30.93804,-10.97717,-14.18838,-22.63379,-33.01030,129.88363
11453.00000,114.53000,0.18636,-7.29636,0.06818,-11.66363,0.09744,-10.11242,-8.53941,-17.30937,-19.78111,-22.52066,-11.89983,-17.33070,-21.90020,-27.93597,-9.82346,-14.16202,-22.38593,-33.01030,148.91538
11454.00000,114.54000,0.15609,-8.06616,0.08911,-10.50049,0.11283,-9.47557,-10.85270,-13.82192,-18.68177,-22.33065,-10.86253,-16.40487,-21.82603,-27.09485,-12.72311,-11.78462,-22.08175,-33.01030,144.87228
11455.00000,114.55000,0.09686,-10.13842,0.04782,-13.20407,0.06356,-11.96824,-12.56930,-17.93959,-20.09191,-22.72852,-14.02705,-17.75221,-22.28632,-29.43913,-13.93715,-14.64533,-22.48406,-33.01030,121.23174
11456.00000,114.56000,0.15214,-8.17748,0.08754,-10.57783,0.11089,-9.55121,-10.78346,-14.30037,-20.02824,-21.53631,-10.79019,-16.83442,-20.98770,-32.10950,-13.00127,-12.24764,-21.32555,-33.01030,145.39983
11457.00000,114.57000,0.15202,-8.18112,0.09506,-10.21983,0.12129,-9.16184,-10.67972,-14.96226,-20.08965,-21.97372,-10.22466,-16.54608,-21.46327,-30.90843,-14.08145,-12.35014,-21.77723,-33.01030,144.58259
11458.00000,114.58000,0.13702,-8.63213,0.08387,-10.76398,0.09715,-10.12554,-11.42869,-15.70508,-18.62023,-23.36632,-11.45615,-16.18554,-22.41443,-32.25360,-13.36477,-12.37776,-23.12154,-33.01030,137.97209
11459.00000,114.59000,0.19185,-7.17034,0.09791,-10.09179,0.12783,-8.93362,-8.65461,-16.98749,-19.37938,-22.96650,-10.05167,-16.32200,-21.89446,-32.47861,-11.24313,-13.15809,-22.71087,-33.01030,161.58650
11460.00000,114.60000,0.16637,-7.78918,0.08773,-10.56856,0.11716,-9.31209,-9.38164,-17.32833,-18.76955,-23.13026,-10.55946,-15.86182,-21.81902,-30.76132,-12.23805,-13.45426,-22.87442,-33.01030,153.13380
11461.00000,114.61000,0.16340,-7.86753,0.09334,-10.29917,0.11825,-9.27214,-9.60197,-16.29264,-20.70381,-23.25773,-10.17738,-16.53909,-22.67854,-30.83939,-12.67498,-13.20769,-23.06527,-33.01030,150.39851
11462.00000,114.62000,0.22651,-6.44905,0.12085,-9.17769,0.16000,-7.95876,-8.08675,-15.13620,-17.45303,-22.81588,-9.07877,-14.92293,-22.25770,-30.95285,-10.96229,-11.86617,-22.55945,-33.01030,172.51088
11463.00000,114.63000,0.15566,-8.07836,0.08498,-10.70690,0.10164,-9.92922,-10.07525,-16.03175,-18.42437,-23.35439,-11.21352,-15.79657,-22.63734,-32.21583,-12.11972,-12.91385,-23.13935,-33.01030,153.39434
11464.00000,114.64000,0.17470,-7.57699,0.10518,-9.78073,0.13906,-8.56795,-9.39676,-15.96063,-18.16236,-23.48889,-9.68510,-15.82826,-22.77490,-33.01030,-13.31373,-12.66662,-23.29077,-33.01030,156.60575
11465.00000,114.65000,0.14435,-8.40569,0.07099,-11.48792,0.08755,-10.57726,-10.23581,-17.70962,-18.45539,-23.40303,-12.12511,-16.05020,-23.01389,-32.44893,-11.91662,-13.67010,-23.13025,-33.01030,147.62673
11466.00000,114.66000,0.18377,-7.35737,0.09020,-10.44787,0.11070,-9.55864,-9.43883,-16.83220,-14.77203,-24.41590,-11.98491,-13.68150,-23.59457,-30.93353,-10.77112,-11.92767,-24.02223,-33.01030,159.75513
11467.00000,114.67000,0.16043,-7.94708,0.08672,-10.61874,0.11119,-9.53917,-10.26374,-15.55482,-16.16048,-23.48804,-11.54112,-14.99197,-23.06596,-33.01030,-12.13037,-12.21062,-23.26002,-33.01030,148.41241
11468.00000,114.68000,0.14880,-8.27401,0.06577,-11.81941,0.08742,-10.58380,-10.33602,-15.61412,-19.24925,-24.43880,-12.37342,-16.87078,-24.17225,-31.99983,-11.29000,-12.98687,-24.09429,-32.38899,147.56151
11469.00000,114.69000,0.12046,-9.19160,0.05279,-12.77455,0.07245,-11.39961,-11.40907,-16.87555,-18.50730,-24.77543,-13.82454,-17.19588,-23.89164,-28.94285,-12.22589,-13.79556,-23.89732,-32.61889,132.50225
11470.00000,114.70000,0.12477,-9.03886,0.06950,-11.57986,0.08879,-10.51651,-12.08178,-13.89418,-22.08030,-25.24369,-11.77255,-17.54158,-24.91634,-31.29043,-13.21551,-12.46443,-24.45606,-33.01030,132.07558
11471.00000,114.71000,0.15120,-8.20445,0.08462,-10.72550,0.10748,-9.68674,-11.22161,-13.34882,-20.46596,-23.69701,-11.04743,-15.97318,-23.25696,-31.37202,-12.33098,-11.72872,-23.22516,-33.01030,137.45152
11472.00000,114.72000,0.16563,-7.80872,0.05940,-12.26184,0.09079,-10.41948,-9.45778,-16.40511,-19.93766,-25.01637,-12.74518,-17.63103,-24.75255,-31.25843,-10.05618,-13.41880,-24.32300,-33.01030,141.69994
11473.00000,114.73000,0.20151,-6.95703,0.05985,-12.22970,0.10464,-9.80312,-8.29525,-17.90321,-19.20652,-24.90848,-12.82104,-17.23778,-24.42489,-31.28985,-8.74276,-13.29460,-24.26933,-33.01030,144.70728
11474.00000,114.74000,0.24315,-6.14129,0.08480,-10.71604,0.13586,-8.66922,-7.76640,-16.10442,-18.93216,-25.68370,-11.11455,-15.57124,-24.93261,-33.00774,-8.23393,-11.59388,-25.19135,-33.01030,157.86880
11475.00000,114.75000,0.20127,-6.96212,0.07396,-11.31018,0.12572,-9.00581,-8.64590,-18.37572,-19.33422,-25.33453,-11.61802,-17.41796,-24.24550,-31.03676,-9.31065,-12.43694,-24.95576,-33.01030,150.87793
11476.00000,114.76000,0.21063,-6.76473,0.07168,-11.44587,0.12876,-8.90228,-8.23043,-17.96734,-19.48227,-25.72999,-11.66073,-17.03900,-24.66653,-32.83047,-8.94258,-12.79098,-25.29771,-33.01030,152.28795
11477.00000,114.77000,0.24095,-6.18073,0.08865,-10.52315,0.15061,-8.22138,-7.88246,-16.62085,-20.79761,-25.85547,-10.53355,-17.34269,-25.08116,-32.49907,-8.51048,-11.47657,-25.34174,-33.01030,159.11788
11478.00000,114.78000,0.25136,-5.99698,0.10541,-9.77113,0.16290,-7.88080,-8.08400,-18.95821,-20.83281,-25.56843,-9.87146,-18.69626,-24.52949,-31.03548,-8.62924,-10.49832,-24.89347,-33.01030,154.12416
11479.00000,114.79000,0.23381,-6.31137,0.07583,-11.20182,0.13465,-8.70778,-7.81344,-17.18072,-20.69815,-26.56492,-11.37117,-18.81284,-25.80223,-30.70424,-8.18576,-12.07333,-25.47841,-33.01030,152.33914
11480.00000,114.80000,0.33169,-4.79262,0.13033,-8.84943,0.20951,-6.78804,-6.76192,-17.26616,-20.80026,-25.65479,-8.85962,-18.83712,-24.70322,-31.15842,-7.17971,-9.39163,-25.00202,-33.01030,165.97411
11481.00000,114.81000,0.31446,-5.02439,0.08991,-10.46183,0.18925,-7.22955,-6.28062,-19.67822,-20.80570,-26.57479,-10.27522,-18.66500,-25.29359,-31.36740,-6.80819,-11.37210,-25.70498,-33.01030,160.41500
11482.00000,114.82000,0.36021,-4.43445,0.14020,-8.53245,0.24520,-6.10488,-6.33224,-16.85184,-21.48005,-26.59006,-8.34022,-19.16590,-25.06198,-32.88909,-6.94654,-9.13155,-25.88436,-33.01030,170.25149
11483.00000,114.83000,0.29403,-5.31605,0.11396,-9.43237,0.19208,-7.16528,-7.20022,-16.92634,-21.78098,-26.95160,-9.35517,-19.26771,-25.60214,-33.01030,-7.69150,-10.07919,-26.32224,-33.01030,162.93676
11484.00000,114.84000,0.29292,-5.33253,0.11653,-9.33570,0.18470,-7.33527,-7.31405,-18.76627,-21.44060,-26.11887,-9.38202,-19.09105,-24.56571,-32.13380,-7.70696,-9.93448,-25.47333,-33.01030,158.74326
11485.00000,114.85000,0.30946,-5.09402,0.11143,-9.52982,0.19487,-7.10244,-6.81014,-19.25077,-22.65581,-27.03407,-9.37893,-20.05821,-25.74314,-31.39882,-7.29481,-10.19185,-25.87108,-33.01030,158.88187
11486.00000,114.86000,0.31573,-5.00689,0.11156,-9.52488,0.20752,-6.82937,-6.66622,-17.32732,-24.67122,-27.03201,-9.20554,-20.87954,-25.50543,-31.17929,-7.26046,-10.23382,-25.79614,-33.01030,161.23098
11487.00000,114.87000,0.31814,-4.97380,0.13645,-8.65028,0.22016,-6.57264,-7.15159,-16.44068,-24.22240,-27.48595,-8.45903,-21.03746,-26.22380,-30.35560,-7.72946,-9.19926,-25.76355,-33.01030,163.47402
11488.00000,114.88000,0.27148,-5.66258,0.09678,-10.14218,0.16684,-7.77691,-7.35000,-20.00481,-22.84159,-27.24094,-10.08435,-20.22177,-25.55601,-31.63007,-7.75551,-10.88238,-26.02333,-33.01030,152.81455
11489.00000,114.89000,0.32665,-4.85917,0.13680,-8.63921,0.21222,-6.73214,-6.99086,-18.57459,-23.62725,-27.63616,-8.54067,-20.92317,-26.21533,-31.50149,-7.40863,-9.13141,-26.21195,-33.01030,159.92343
11490.00000,114.90000,0.29388,-5.31824,0.09265,-10.33158,0.18134,-7.41506,-6.75117,-17.37526,-25.96696,-26.62549,-10.00550,-21.46100,-25.37351,-31.30490,-7.25723,-11.18034,-25.36146,-33.01030,156.33375
11491.00000,114.91000,0.34046,-4.67935,0.14409,-8.41359,0.23621,-6.26707,-6.82706,-17.03279,-25.66796,-27.30843,-8.17246,-21.90458,-26.43324,-30.57131,-7.40688,-8.93013,-25.80144,-33.01030,162.82765
11492.00000,114.92000,0.25718,-5.89766,0.07396,-11.31027,0.15107,-8.20815,-7.16900,-21.33795,-25.12059,-26.36992,-11.04730,-20.93696,-25.76012,-30.59739,-7.60971,-12.35781,-24.90598,-33.01030,146.01620
11493.00000,114.93000,0.31505,-5.01618,0.12540,-9.01719,0.19589,-7.07982,-7.03308,-17.84975,-23.19154,-26.28556,-8.97387,-20.69189,-25.58116,-29.91413,-7.38697,-9.53931,-24.89193,-33.01030,160.70465
11494.00000,114.94000,0.25586,-5.92003,0.07232,-11.40757,0.14239,-8.46506,-7.17832,-18.26347,-24.02672,-26.77340,-11.23167,-21.15827,-25.57364,-30.87432,-7.55795,-12.36357,-25.73957,-33.01030,151.52966
11495.00000,114.95000,0.26187,-5.81918,0.08483,-10.71464,0.16006,-7.95709,-7.31344,-20.70611,-24.46064,-26.35292,-10.50836,-21.34853,-25.37898,-30.30101,-7.79354,-11.54897,-25.36091,-33.01030,146.81026
11496.00000,114.96000,0.28482,-5.45432,0.09734,-10.11699,0.17861,-7.48103,-7.08164,-17.28615,-26.08400,-26.39759,-9.83712,-21.59238,-25.88745,-30.67458,-7.55403,-10.78684,-25.50023,-33.01030,156.21989
11497.00000,114.97000,0.26573,-5.75557,0.06629,-11.78573,0.14568,-8.36589,-6.82778,-19.37771,-25.49864,-26.32844,-11.49156,-21.12393,-25.20910,-31.17326,-7.22498,-12.87017,-25.60046,-33.01030,147.66884
11498.00000,114.98000,0.29335,-5.32617,0.10591,-9.75060,0.17668,-7.52810,-7.11110,-19.79338,-25.94907,-26.02746,-9.60944,-20.95385,-25.18886,-31.73268,-7.43500,-10.28247,-25.25552,-33.01030,151.22278
11499.00000,114.99000,0.25757,-5.89102,0.07558,-11.21593,0.14920,-8.26222,-7.22662,-17.92907,-24.30116,-26.03218,-11.06442,-20.59905,-25.22659,-31.82458,-7.59079,-12.10867,-25.21899,-33.01030,149.82149
11500.00000,115.00000,0.31666,-4.99403,0.11618,-9.34877,0.20325,-6.91966,-6.79694,-17.58247,-22.47639,-26.77715,-9.18893,-19.77752,-26.61879,-30.90205,-7.25397,-9.88131,-25.65790,-33.01030,165.07325
11501.00000,115.01000,0.30175,-5.20347,0.08233,-10.84429,0.17830,-7.48845,-6.39756,-22.49589,-22.60441,-26.65473,-10.58759,-20.14454,-25.87045,-32.50334,-6.87302,-11.77361,-25.77101,-33.01030,150.49116
11502.00000,115.02000,0.30489,-5.15852,0.09947,-10.02290,0.18373,-7.35819,-6.72012,-18.68811,-22.89405,-27.22603,-9.88134,-20.59165,-26.69546,-31.93937,-7.09079,-10.58859,-26.01141,-33.01030,158.34408
11503.00000,115.03000,0.28514,-5.44938,0.10255,-9.89062,0.17482,-7.57420,-7.17948,-17.22721,-23.11822,-26.74378,-9.83216,-20.62901,-25.59175,-32.58432,-7.56059,-10.56941,-26.03667,-33.01030,155.35929
11504.00000,115.04000,0.25476,-5.93863,0.07187,-11.43435,0.14682,-8.33214,-7.23676,-21.06892,-23.34608,-26.34554,-11.29146,-20.88390,-25.53212,-31.30562,-7.58228,-12.16566,-25.72559,-33.01030,143.67609
11505.00000,115.05000,0.32087,-4.93667,0.10846,-9.64723,0.19750,-7.04427,-6.51992,-19.58060,-23.59562,-26.77908,-9.46238,-21.00045,-25.95350,-33.01030,-6.97074,-10.33399,-26.23035,-33.01030,154.35359
11506.00000,115.06000,0.29264,-5.33663,0.07505,-11.24647,0.16652,-7.78530,-6.47033,-17.57488,-22.26813,-27.56302,-11.02827,-20.46912,-27.35875,-32.23496,-6.86514,-12.05085,-26.82527,-33.01030,154.90128
11507.00000,115.07000,0.31771,-4.97973,0.12339,-9.08729,0.20142,-6.95894,-6.86921,-19.24551,-22.63782,-26.60357,-9.03806,-19.80021,-25.94634,-30.53895,-7.31030,-9.76546,-25.38178,-33.01030,158.68989
11508.00000,115.08000,0.25261,-5.97557,0.06868,-11.63167,0.14067,-8.51784,-7.19597,-21.28371,-21.47469,-27.19076,-11.69001,-19.56017,-26.28286,-32.25494,-7.51197,-12.47021,-26.28663,-33.01030,145.82931
11509.00000,115.09000,0.28935,-5.38581,0.10311,-9.86712,0.17483,-7.57381,-7.06885,-18.01985,-22.40247,-27.17107,-9.83982,-20.02285,-26.52692,-31.03672,-7.46828,-10.59080,-26.54631,-33.01030,158.72767
11510.00000,115.10000,0.28406,-5.46586,0.08271,-10.82428,0.16297,-7.87886,-6.77674,-21.00881,-22.01894,-27.56229,-10.74646,-19.60528,-27.13692,-31.88607,-7.16727,-11.61016,-26.90890,-33.01030,150.73118
11511.00000,115.11000,0.26266,-5.80599,0.06860,-11.63697,0.14874,-8.27578,-6.92190,-20.35271,-23.10187,-27.59377,-11.44065,-20.52088,-26.94680,-31.53481,-7.34530,-12.67698,-26.82012,-33.01030,147.99435
11512.00000,115.12000,0.29601,-5.28701,0.10173,-9.92530,0.17746,-7.50904,-6.88718,-19.40871,-20.95609,-27.91365,-9.97421,-19.53532,-26.63926,-30.99879,-7.29179,-10.67689,-26.86429,-33.01030,156.89232
11513.00000,115.13000,0.26515,-5.76505,0.06602,-11.80296,0.13417,-8.72335,-6.83646,-22.55761,-22.13058,-27.79868,-11.83416,-20.27615,-27.60029,-30.81406,-7.13994,-12.79880,-26.78139,-33.01030,146.99303
11514.00000,115.14000,0.28102,-5.51265,0.09238,-10.34434,0.15871,-7.99384,-6.99683,-19.16955,-20.98206,-27.75815,-10.45636,-19.32347,-26.86798,-30.10105,-7.37955,-11.27240,-26.61908,-33.01030,162.65748
11515.00000,115.15000,0.26112,-5.83167,0.08615,-10.64735,0.15507,-8.09464,-7.36869,-21.13920,-22.27095,-28.35531,-10.62788,-19.66851,-28.19467,-31.10302,-7.74274,-11.36013,-27.39398,-33.01030,151.50596
11516.00000,115.16000,0.24498,-6.10870,0.07697,-11.13692,0.14461,-8.39791,-7.48469,-20.48297,-20.62080,-28.07815,-11.24891,-18.72604,-27.12094,-32.41681,-7.95244,-12.19669,-27.24037,-33.01030,157.28309
11517.00000,115.17000,0.32319,-4.90543,0.10052,-9.97765,0.18279,-7.38037,-6.32788,-19.70365,-21.16080,-28.47182,-9.96835,-19.35050,-27.68257,-32.09318,-6.69408,-10.69706,-27.48903,-33.01030,165.42848
11518.00000,115.18000,0.37493,-4.26052,0.08824,-10.54311,0.18738,-7.27282,-5.26305,-23.34250,-21.24162,-29.22825,-10.47948,-19.48631,-29.20326,-31.68919,-5.54787,-11.43571,-28.04073,-33.01030,161.83447
11519.00000,115.19000,0.29757,-5.26415,0.09978,-10.00941,0.17957,-7.45768,-6.81660,-19.26178,-20.96579,-28.80702,-10.03684,-19.23501,-28.33031,-31.83163,-7.19236,-10.75573,-27.55254,-33.01030,159.62364
11520.00000,115.20000,0.27205,-5.65350,0.12173,-9.14595,0.18620,-7.30019,-7.92771,-19.41408,-19.27681,-28.66944,-9.31594,-17.78301,-27.64884,-31.65763,-8.46531,-9.75492,-27.34554,-33.01030,165.68321
11521.00000,115.21000,0.29794,-5.25874,0.09506,-10.21987,0.17684,-7.52424,-6.68528,-24.42339,-20.65719,-29.29172,-10.22415,-18.84402,-27.81529,-32.20099,-7.13583,-11.07643,-28.19074,-33.01030,148.85828
11522.00000,115.22000,0.43142,-3.65103,0.13256,-8.77586,0.23857,-6.22383,-5.08057,-19.09225,-19.72109,-29.33078,-8.78371,-17.77378,-28.35851,-32.12823,-5.37609,-9.34228,-27.89993,-33.01030,182.37030
11523.00000,115.23000,0.32994,-4.81561,0.10374,-9.84069,0.19572,-7.08364,-6.25417,-18.86401,-19.79878,-28.72195,-9.90310,-18.08876,-27.66072,-31.50479,-6.62456,-10.56424,-27.78729,-33.01030,164.77103
11524.00000,115.24000,0.27493,-5.60777,0.12831,-8.91726,0.19153,-7.17761,-8.00574,-21.27870,-20.26164,-28.94651,-8.99455,-18.26315,-28.97876,-31.55348,-8.57058,-9.52071,-27.56763,-33.01030,161.17811
11525.00000,115.25000,0.27751,-5.56716,0.10373,-9.84090,0.17529,-7.56240,-7.33871,-21.45348,-20.58596,-28.32238,-9.89857,-18.30976,-27.71986,-31.33324,-7.81353,-10.60124,-26.51682,-33.01030,156.14209
11526.00000,115.26000,0.40600,-3.91473,0.12661,-8.97533,0.22571,-6.46451,-5.36465,-18.15207,-20.17699,-28.77712,-8.97894,-18.33287,-27.78481,-31.13335,-5.68301,-9.58118,-27.46931,-33.01030,180.57016
11527.00000,115.27000,0.36241,-4.40800,0.11481,-9.40018,0.21413,-6.69315,-5.86670,-20.12833,-20.47167,-28.18066,-9.36205,-18.31730,-26.81048,-30.19456,-6.22954,-10.09779,-26.99793,-33.01030,166.09496
11528.00000,115.28000,0.27982,-5.53126,0.11185,-9.51367,0.18366,-7.35987,-7.45698,-22.99656,-20.05718,-30.00733,-9.59038,-18.40153,-28.51738,-30.86384,-7.96168,-10.21660,-27.91409,-33.01030,155.69867
11529.00000,115.29000,0.30401,-5.17105,0.12925,-8.88553,0.20327,-6.91933,-7.27087,-18.72365,-19.30977,-29.32536,-9.00043,-17.63796,-27.54639,-31.22870,-7.80219,-9.54458,-27.90033,-33.01030,165.39721
11530.00000,115.30000,0.37612,-4.24669,0.10969,-9.59841,0.20647,-6.85150,-5.56616,-19.92064,-20.39696,-26.97130,-9.58883,-18.31740,-27.01648,-27.53240,-5.91053,-10.36492,-25.65572,-33.01030,172.86918
11531.00000,115.31000,0.36322,-4.39835,0.12823,-8.91999,0.22042,-6.56757,-6.07214,-21.74416,-18.68217,-27.66836,-9.07503,-17.11225,-27.47782,-29.98108,-6.44485,-9.57835,-26.59658,-33.01030,162.10779
11532.00000,115.32000,0.26555,-5.75858,0.10189,-9.91881,0.17109,-7.66766,-7.59663,-20.55965,-19.35295,-28.29292,-10.11753,-18.05288,-27.63590,-30.01117,-8.06178,-10.63374,-27.30772,-33.01030,155.90310
11533.00000,115.33000,0.28090,-5.51449,0.12879,-8.90111,0.19444,-7.11220,-7.83978,-18.72264,-20.00921,-27.02419,-9.00038,-18.22181,-25.77751,-28.60556,-8.42062,-9.59281,-26.05090,-33.01030,160.62106
11534.00000,115.34000,0.34557,-4.61459,0.09990,-10.00439,0.19127,-7.18345,-5.92976,-22.11158,-19.10417,-26.53941,-10.16086,-17.70813,-25.29698,-27.89714,-6.27487,-10.73191,-25.83914,-33.01030,159.97919
11535.00000,115.35000,0.35984,-4.43889,0.12287,-9.10550,0.21485,-6.67865,-6.03414,-19.88388,-19.88564,-26.74416,-9.16158,-17.83384,-25.58725,-28.85267,-6.42355,-9.84626,-25.50622,-33.01030,165.81918
