# frameNo,time,energy,intensity,sonorantEnergy,sonorantIntensity,band2to20Energy,band2to20Intensity,band1Intensity,band2Intensity,band3Intensity,band4Intensity,band1overlapInten,band2overlapInten,band3overlapInten,band4overlapInten,band1vaishaliInten,band2vaishaliInten,band3vaishaliInten,band4vaishaliInten,spectralTilt
923.00000,9.23000,1.13256,0.54060,0.71461,-1.45930,1.11810,0.48479,-2.55214,-6.11300,-7.34417,-18.90402,-1.69763,-4.15676,-7.19199,-22.28570,-7.53731,-2.61367,-17.76226,-29.29408,172.73264
924.00000,9.24000,1.16361,0.65809,0.72851,-1.37564,1.15095,0.61056,-2.42334,-6.02225,-7.32227,-18.08536,-1.56577,-3.99334,-7.28109,-22.00100,-7.38042,-2.49697,-17.07295,-29.30375,169.56018
925.00000,9.25000,1.18686,0.74400,0.73383,-1.34407,1.16975,0.68093,-2.28218,-5.92662,-7.36133,-17.34092,-1.48404,-3.95239,-7.68307,-22.26302,-7.08863,-2.44227,-16.99861,-28.68721,174.06373
926.00000,9.26000,1.21844,0.85805,0.75103,-1.24342,1.20437,0.80760,-2.17283,-6.06568,-6.95942,-16.15653,-1.47704,-3.69237,-7.36243,-20.42080,-7.01185,-2.36921,-15.72980,-30.98253,168.01510
927.00000,9.27000,1.29139,1.11058,0.80277,-0.95408,1.27274,1.04740,-1.97913,-5.73579,-6.67674,-16.35969,-1.21085,-3.35367,-6.97187,-21.28421,-6.75650,-2.04167,-15.84454,-30.79948,175.74831
928.00000,9.28000,1.28493,1.08878,0.79034,-1.02184,1.26976,1.03723,-1.90700,-5.62038,-7.13346,-16.16422,-1.13421,-3.57110,-7.19815,-22.58145,-6.74751,-2.15669,-15.91745,-29.36563,172.65604
929.00000,9.29000,1.27092,1.04119,0.75691,-1.20957,1.25183,0.97547,-1.77982,-5.49019,-8.33697,-15.50700,-1.03063,-4.03399,-7.95654,-19.90683,-6.57844,-2.43119,-15.17238,-29.63106,170.64022
930.00000,9.30000,1.21162,0.83366,0.70743,-1.50316,1.19596,0.77718,-1.89586,-5.34899,-9.55297,-15.35419,-1.12567,-4.70376,-8.93302,-18.93458,-6.66551,-2.74856,-15.03903,-30.56517,165.76264
931.00000,9.31000,1.20277,0.80184,0.70193,-1.53706,1.18376,0.73263,-1.86843,-5.36996,-9.74687,-15.49084,-1.13937,-4.82369,-9.53003,-21.17786,-6.62659,-2.83680,-15.31573,-30.73463,175.16525
932.00000,9.32000,1.25582,0.98928,0.73668,-1.32721,1.23951,0.93249,-1.69300,-5.20448,-9.22563,-15.33107,-0.97729,-4.63938,-9.45266,-20.66571,-6.51931,-2.63430,-15.03701,-29.39866,169.16917
933.00000,9.33000,1.28746,1.09735,0.76244,-1.17796,1.26864,1.03339,-1.71426,-5.06469,-8.75828,-14.69593,-0.92275,-4.36365,-8.80100,-18.82522,-6.48101,-2.41312,-14.46184,-29.44969,171.07708
934.00000,9.34000,1.24035,0.93546,0.74111,-1.30119,1.22614,0.88541,-1.88293,-5.17445,-9.03150,-14.99224,-1.02661,-4.59127,-8.98834,-19.21507,-6.77515,-2.55822,-14.79779,-30.42591,168.09504
935.00000,9.35000,1.21184,0.83444,0.72297,-1.40880,1.19492,0.77338,-1.91223,-5.26350,-9.38849,-16.17936,-1.07360,-4.78236,-9.34823,-21.50641,-6.80620,-2.69347,-15.84385,-30.16023,175.30963
936.00000,9.36000,1.17806,0.71166,0.70131,-1.54088,1.16369,0.65836,-1.98514,-5.32032,-10.01024,-16.66984,-1.12593,-5.10428,-9.66598,-22.01505,-6.91180,-2.86506,-16.30633,-29.92323,172.21289
937.00000,9.37000,1.14760,0.59790,0.67324,-1.71829,1.13043,0.53245,-2.05062,-5.37432,-10.50592,-15.84016,-1.25183,-5.38787,-9.83238,-20.39309,-6.88096,-3.06594,-15.63735,-31.13047,175.55573
938.00000,9.38000,1.14193,0.57640,0.66899,-1.74578,1.12801,0.52311,-2.10407,-5.49631,-10.23441,-15.17674,-1.31286,-5.27350,-9.56741,-18.95955,-6.98764,-3.08489,-15.02031,-31.17429,168.40010
939.00000,9.39000,1.11417,0.46950,0.65006,-1.87047,1.09774,0.40500,-2.16652,-5.78644,-9.94754,-16.11295,-1.47427,-5.20210,-9.83224,-20.85457,-6.98734,-3.20299,-15.88308,-32.02311,174.71133
940.00000,9.40000,1.10743,0.44318,0.65135,-1.86186,1.09331,0.38742,-2.23229,-5.77761,-9.60627,-16.70396,-1.52965,-5.15999,-9.75672,-22.99458,-7.05021,-3.15162,-16.48449,-32.22040,174.12453
941.00000,9.41000,1.09504,0.39430,0.63955,-1.94127,1.07985,0.33364,-2.27894,-5.95477,-9.47492,-16.04950,-1.63280,-5.20440,-9.49239,-20.21532,-7.09020,-3.23974,-15.86181,-32.19182,172.80177
942.00000,9.42000,1.05473,0.23140,0.62356,-2.05125,1.04210,0.17911,-2.56419,-6.03429,-9.70607,-15.34143,-1.77253,-5.12847,-9.38574,-19.05565,-7.39733,-3.30598,-15.17122,-32.37673,168.03396
943.00000,9.43000,1.02429,0.10424,0.60035,-2.21599,1.00981,0.04241,-2.63623,-6.14182,-10.58928,-15.21945,-1.83553,-5.26086,-9.82817,-20.93700,-7.38801,-3.50789,-15.07603,-30.42867,169.86695
944.00000,9.44000,0.98724,-0.05578,0.57011,-2.44039,0.97397,-0.11456,-2.72615,-6.25816,-11.33404,-15.21362,-1.96755,-5.62217,-10.36503,-21.43548,-7.46365,-3.76987,-14.98145,-31.10175,167.02680
945.00000,9.45000,0.99355,-0.02812,0.57355,-2.41431,0.98033,-0.08626,-2.70893,-6.42924,-10.63099,-15.13181,-2.01413,-5.47286,-9.89765,-19.97824,-7.50723,-3.74591,-14.90679,-30.09549,165.08315
946.00000,9.46000,0.96404,-0.15905,0.56265,-2.49759,0.95424,-0.20343,-2.85246,-6.60805,-10.34355,-15.95062,-2.14199,-5.59236,-10.33702,-19.75432,-7.75123,-3.80805,-15.79838,-32.01197,168.13304
947.00000,9.47000,0.95910,-0.18137,0.57176,-2.42788,0.94491,-0.24611,-2.96584,-6.55290,-9.98304,-16.59535,-2.16713,-5.50936,-10.24215,-20.71995,-7.86530,-3.69626,-16.33421,-31.52924,173.58218
948.00000,9.48000,0.91048,-0.40731,0.55818,-2.53229,0.90098,-0.45285,-3.32278,-6.67888,-9.67212,-17.15216,-2.41131,-5.65743,-10.03508,-22.70676,-8.34201,-3.77299,-16.83270,-32.12116,171.48604
949.00000,9.49000,0.89030,-0.50463,0.54736,-2.61724,0.88064,-0.55201,-3.37946,-6.72758,-9.65281,-17.79235,-2.51070,-5.96470,-9.88198,-24.33269,-8.51347,-3.92254,-17.34794,-32.94931,174.25350
950.00000,9.50000,0.89174,-0.49760,0.55093,-2.58905,0.88361,-0.53738,-3.34277,-6.83659,-9.23848,-18.48068,-2.54749,-6.04406,-9.63378,-24.06712,-8.59731,-3.93521,-17.92382,-33.01030,169.22821
951.00000,9.51000,0.87475,-0.58118,0.53008,-2.75657,0.86386,-0.63555,-3.32711,-6.90199,-9.60426,-17.21153,-2.65557,-6.48454,-9.80519,-21.81184,-8.57395,-4.21080,-16.89541,-31.34926,169.62865
952.00000,9.52000,0.82726,-0.82358,0.48987,-3.09920,0.81753,-0.87495,-3.44022,-7.15698,-10.11005,-17.61238,-2.89866,-7.13427,-10.40300,-21.22857,-8.62246,-4.60033,-17.26288,-30.46184,163.78315
953.00000,9.53000,0.82159,-0.85344,0.46755,-3.30171,0.80439,-0.94535,-3.27833,-7.45212,-10.45024,-17.30915,-3.00218,-7.34846,-10.53432,-21.42412,-8.26281,-4.90560,-16.94845,-30.46196,167.87976
954.00000,9.54000,0.79666,-0.98727,0.44946,-3.47305,0.78513,-1.05058,-3.35000,-7.84504,-10.54348,-17.09884,-3.13478,-7.41112,-10.65909,-19.86219,-8.45539,-5.12988,-16.77262,-31.29595,160.12326
955.00000,9.55000,0.81943,-0.86486,0.44567,-3.50982,0.80029,-0.96753,-3.06468,-8.26313,-10.18257,-17.15749,-3.19192,-7.30737,-10.34920,-19.88398,-7.97761,-5.27467,-16.85792,-31.43485,165.58369
956.00000,9.56000,0.85003,-0.70565,0.45742,-3.39689,0.83724,-0.77151,-2.75954,-8.38983,-10.06777,-17.35865,-3.00110,-7.40485,-10.31495,-20.04572,-7.86876,-5.34643,-17.04321,-31.64416,161.62419
957.00000,9.57000,0.84020,-0.75617,0.43690,-3.59620,0.82085,-0.85736,-2.69500,-8.45438,-10.44422,-16.98203,-3.10272,-7.82333,-10.68076,-19.76330,-7.61464,-5.60449,-16.73487,-32.02457,167.15637
958.00000,9.58000,0.82426,-0.83936,0.42335,-3.73303,0.81083,-0.91072,-2.67607,-8.86033,-10.59038,-17.30394,-3.16817,-8.02358,-10.84896,-20.29426,-7.75193,-5.89370,-17.06124,-31.75201,159.81165
959.00000,9.59000,0.83399,-0.78841,0.41575,-3.81170,0.81578,-0.88424,-2.49290,-9.21908,-10.71306,-17.35421,-3.15940,-8.10881,-11.03364,-20.13250,-7.51553,-6.12160,-17.07085,-32.48602,165.26009
960.00000,9.60000,0.85115,-0.69996,0.40887,-3.88419,0.83737,-0.77083,-2.21179,-9.49907,-11.14816,-18.00091,-3.03566,-8.48515,-11.64453,-20.60358,-7.30573,-6.44740,-17.55921,-33.01030,161.97584
961.00000,9.61000,0.87841,-0.56303,0.41359,-3.83431,0.85931,-0.65848,-2.01773,-9.54361,-11.08141,-18.21567,-2.95833,-8.43198,-11.70127,-21.14942,-6.99243,-6.45499,-17.75377,-32.43637,169.26884
962.00000,9.62000,0.87531,-0.57839,0.41634,-3.80547,0.86350,-0.63739,-1.99544,-9.69770,-11.05548,-18.17500,-2.89706,-8.51201,-11.94840,-21.60087,-7.22564,-6.56147,-17.75318,-33.01030,163.69986
963.00000,9.63000,0.86400,-0.63486,0.40597,-3.91507,0.84842,-0.71389,-2.00985,-9.73836,-11.43338,-18.74018,-2.93653,-8.74282,-12.30389,-22.75731,-7.19364,-6.71245,-18.31802,-33.01030,170.85810
964.00000,9.64000,0.85092,-0.70109,0.39781,-4.00325,0.84156,-0.74915,-1.95724,-10.04706,-12.20886,-19.21402,-2.85997,-9.26353,-12.68002,-23.49085,-7.39693,-7.13164,-18.77824,-33.01030,163.49674
965.00000,9.65000,0.84724,-0.71993,0.38953,-4.09455,0.83446,-0.78595,-1.92666,-10.01656,-13.10314,-19.11943,-2.82493,-9.67188,-12.97468,-21.91483,-7.33276,-7.34053,-18.69886,-32.47776,167.36911
966.00000,9.66000,0.83267,-0.79526,0.38158,-4.18418,0.82526,-0.83409,-2.00378,-9.92375,-13.75513,-18.56779,-2.83875,-9.78451,-13.06366,-21.85787,-7.48404,-7.40465,-18.28884,-33.01030,163.13503
967.00000,9.67000,0.80931,-0.91885,0.36605,-4.36459,0.79798,-0.98008,-2.14081,-10.15053,-13.32738,-19.49819,-3.07482,-9.59854,-12.79084,-23.47925,-7.39980,-7.41431,-19.08362,-33.01030,170.71160
968.00000,9.68000,0.79875,-0.97589,0.34845,-4.57864,0.79080,-1.01935,-2.06664,-10.58531,-13.93197,-19.79751,-3.14137,-10.14351,-13.48690,-24.27238,-7.35549,-7.92081,-19.27149,-33.01030,163.28909
969.00000,9.69000,0.82362,-0.84275,0.34674,-4.59997,0.81158,-0.90670,-1.78599,-10.98024,-14.62042,-20.38288,-2.99472,-10.62566,-14.33176,-24.60145,-7.06497,-8.33828,-19.73547,-33.01030,169.88918
970.00000,9.70000,0.82327,-0.84456,0.34060,-4.67759,0.81420,-0.89270,-1.74041,-11.23410,-14.65949,-19.97853,-3.03254,-10.84291,-14.31181,-25.23926,-7.04734,-8.60692,-19.41082,-33.01030,165.29858
971.00000,9.71000,0.83096,-0.80421,0.33969,-4.68920,0.81818,-0.87150,-1.68018,-11.25345,-14.81558,-19.10716,-3.02062,-11.07620,-14.28794,-23.99160,-6.93465,-8.72823,-18.69750,-33.01030,165.10485
972.00000,9.72000,0.85571,-0.67672,0.35538,-4.49302,0.84547,-0.72903,-1.58746,-11.18762,-14.25274,-17.99144,-2.87441,-10.67655,-14.24049,-21.57648,-6.94056,-8.52562,-17.63292,-33.01030,157.90229
973.00000,9.73000,0.88685,-0.52148,0.36478,-4.37973,0.87276,-0.59104,-1.42322,-11.31133,-14.03943,-17.60409,-2.76828,-10.35074,-14.37921,-21.19273,-6.67648,-8.43693,-17.20287,-33.01030,159.96917
974.00000,9.74000,0.86458,-0.63194,0.36000,-4.43694,0.85142,-0.69854,-1.55319,-11.40904,-13.44308,-19.09798,-2.90135,-10.19209,-14.74617,-23.43543,-6.79070,-8.32413,-18.61745,-33.01030,162.81363
975.00000,9.75000,0.84502,-0.73132,0.35242,-4.52939,0.82961,-0.81128,-1.65585,-11.56081,-13.20686,-20.33950,-3.03551,-10.15610,-15.01344,-25.22036,-6.81769,-8.32578,-19.70566,-33.01030,170.44131
976.00000,9.76000,0.84947,-0.70854,0.34886,-4.57344,0.83383,-0.78925,-1.61025,-12.01825,-12.91814,-19.71680,-3.09668,-10.01646,-14.39626,-23.48900,-6.71313,-8.47892,-19.02537,-33.01030,163.68067
977.00000,9.77000,0.84088,-0.75264,0.33899,-4.69818,0.82426,-0.83938,-1.63733,-12.46002,-12.74163,-19.07861,-3.22673,-9.98728,-14.17728,-22.13842,-6.66406,-8.64335,-18.46106,-33.01030,159.39179
978.00000,9.78000,0.82032,-0.86018,0.32445,-4.88851,0.80409,-0.94694,-1.75898,-12.77429,-12.61924,-18.30514,-3.44461,-9.92270,-13.88837,-21.51248,-6.69572,-8.78205,-17.63461,-33.01030,152.11512
979.00000,9.79000,0.82874,-0.81581,0.32048,-4.94202,0.81252,-0.90165,-1.64674,-13.24068,-12.57344,-18.23581,-3.44241,-10.08030,-14.05753,-22.10341,-6.57874,-9.06490,-17.60479,-33.01030,152.19754
980.00000,9.80000,0.83570,-0.77950,0.30613,-5.14097,0.81822,-0.87129,-1.47442,-13.85325,-13.48211,-18.34160,-3.40282,-10.81835,-14.78770,-22.38386,-6.36545,-9.81094,-17.71977,-33.01030,149.37024
981.00000,9.81000,0.83573,-0.77932,0.30313,-5.18375,0.81945,-0.86477,-1.40240,-14.15202,-13.95515,-19.76915,-3.33602,-11.30897,-15.68559,-23.14462,-6.34931,-10.13599,-18.95570,-33.01030,152.25882
982.00000,9.82000,0.83526,-0.78179,0.30203,-5.19950,0.81950,-0.86452,-1.35499,-14.43282,-14.66220,-19.42375,-3.25394,-11.80413,-15.94724,-22.94940,-6.42377,-10.58287,-18.60248,-33.01030,150.07509
983.00000,9.83000,0.81041,-0.91296,0.29696,-5.27300,0.79798,-0.98010,-1.48490,-14.78121,-14.86694,-19.34304,-3.32963,-11.89165,-16.00854,-22.48679,-6.68490,-10.79390,-18.44860,-33.01030,144.94032
984.00000,9.84000,0.81135,-0.90792,0.29256,-5.33784,0.79740,-0.98323,-1.49126,-14.62917,-14.97582,-18.55931,-3.37858,-11.91611,-15.71802,-21.97719,-6.60201,-10.78589,-17.80798,-33.01030,144.80246
985.00000,9.85000,0.82917,-0.81356,0.29873,-5.24714,0.81698,-0.87790,-1.35899,-14.75912,-14.95630,-19.32599,-3.27151,-12.05444,-15.74706,-22.34471,-6.49293,-10.89033,-18.46007,-33.01030,144.51186
986.00000,9.86000,0.81933,-0.86540,0.29221,-5.34305,0.80531,-0.94037,-1.38924,-15.01594,-15.38324,-18.94445,-3.31193,-12.32569,-16.01296,-22.57782,-6.51989,-11.15272,-18.26097,-33.01030,147.16724
987.00000,9.87000,0.79727,-0.98397,0.28695,-5.42189,0.78800,-1.03474,-1.47901,-15.36687,-15.56624,-19.83108,-3.36223,-12.62000,-16.35276,-23.07031,-6.75727,-11.43591,-19.04532,-33.01030,140.93968
988.00000,9.88000,0.80179,-0.95941,0.28697,-5.42165,0.79025,-1.02238,-1.48153,-15.04572,-15.73049,-18.94667,-3.34900,-12.51492,-16.14225,-22.49594,-6.71149,-11.26412,-18.31550,-33.01030,144.51125
989.00000,9.89000,0.80773,-0.92733,0.29523,-5.29845,0.79920,-0.97344,-1.44191,-15.16006,-15.67382,-19.31999,-3.24159,-12.45161,-16.40159,-21.89459,-6.79735,-11.23148,-18.63756,-33.01030,138.18644
990.00000,9.90000,0.80776,-0.92720,0.29655,-5.27909,0.79629,-0.98927,-1.45837,-15.17393,-15.40835,-18.85516,-3.25569,-12.32248,-16.00396,-21.55664,-6.79314,-11.14544,-18.32229,-33.01030,143.18941
991.00000,9.91000,0.80366,-0.94930,0.30169,-5.20445,0.79514,-0.99555,-1.52197,-15.13155,-14.61301,-19.08868,-3.26973,-11.92638,-15.58204,-20.83438,-6.93756,-10.78541,-18.48538,-33.01030,135.00820
992.00000,9.92000,0.77522,-1.10577,0.29138,-5.35539,0.76656,-1.15454,-1.73793,-15.05449,-14.04933,-19.15582,-3.50947,-11.48051,-15.12631,-21.37245,-7.04600,-10.48422,-18.65199,-33.01030,136.79833
993.00000,9.93000,0.78529,-1.04970,0.29273,-5.33530,0.77607,-1.10098,-1.67250,-14.96188,-13.81595,-19.47059,-3.50004,-11.46716,-15.07734,-21.52919,-6.91176,-10.42669,-18.99204,-33.01030,139.21600
994.00000,9.94000,0.80318,-0.95185,0.29352,-5.32360,0.79301,-1.00724,-1.52265,-15.38116,-14.06962,-19.59945,-3.39560,-11.61812,-15.22585,-21.76269,-6.75044,-10.68354,-19.19083,-33.01030,140.87152
995.00000,9.95000,0.79692,-0.98584,0.28647,-5.42918,0.78707,-1.03986,-1.53527,-15.63559,-14.14952,-19.87085,-3.46629,-11.70339,-15.28560,-22.31185,-6.72620,-10.88285,-19.39148,-33.01030,139.40337
996.00000,9.96000,0.78352,-1.05952,0.27375,-5.62653,0.77393,-1.11300,-1.56823,-15.43140,-14.90000,-20.63350,-3.54057,-12.38205,-16.18909,-23.09717,-6.69687,-11.20593,-19.99384,-33.01030,141.47409
997.00000,9.97000,0.80249,-0.95558,0.27759,-5.56593,0.79163,-1.01478,-1.41821,-15.38510,-15.85802,-20.34206,-3.38431,-12.72819,-16.44994,-23.47672,-6.56144,-11.56804,-19.79916,-33.01030,144.41426
998.00000,9.98000,0.80117,-0.96274,0.27233,-5.64906,0.79044,-1.02130,-1.39349,-15.47603,-16.59160,-20.43366,-3.39028,-13.08312,-16.96667,-24.01927,-6.50270,-11.90117,-19.86059,-33.01030,143.33712
999.00000,9.99000,0.79159,-1.01498,0.26752,-5.72642,0.77919,-1.08356,-1.42378,-15.81046,-17.08570,-20.50901,-3.40917,-13.42576,-17.73887,-24.06497,-6.57813,-12.22041,-19.87065,-33.01030,151.02457
1000.00000,10.00000,0.81911,-0.86659,0.27859,-5.55039,0.80776,-0.92717,-1.24587,-15.91981,-17.44872,-20.55466,-3.20205,-13.62204,-17.79504,-24.39540,-6.49950,-12.40439,-19.98205,-33.01030,153.19933
1001.00000,10.01000,0.77943,-1.08224,0.26298,-5.80072,0.76760,-1.14865,-1.46916,-16.20011,-17.21376,-21.13501,-3.44955,-13.74131,-18.01451,-24.80746,-6.67100,-12.45699,-20.72455,-33.01030,156.68282
1002.00000,10.02000,0.76038,-1.18970,0.26265,-5.80621,0.75124,-1.24223,-1.58380,-16.49623,-16.96239,-20.77921,-3.52303,-13.63009,-17.10552,-24.59760,-6.89473,-12.59198,-20.40458,-33.01030,145.34635
1003.00000,10.03000,0.73768,-1.32130,0.25252,-5.97705,0.72429,-1.40089,-1.73662,-16.37064,-16.82190,-20.49972,-3.72216,-13.55115,-17.12492,-24.95090,-6.91850,-12.53415,-20.10429,-33.01030,159.22899
1004.00000,10.04000,0.72373,-1.40422,0.24708,-6.07159,0.71204,-1.47494,-1.83252,-16.53138,-16.68222,-20.65160,-3.84811,-13.37434,-16.52716,-24.89958,-6.97790,-12.51208,-20.22892,-33.01030,152.78998
1005.00000,10.05000,0.72846,-1.37597,0.24620,-6.08707,0.71394,-1.46337,-1.80890,-16.18113,-16.95100,-20.45416,-3.84516,-13.36845,-16.57357,-25.35436,-6.87283,-12.41528,-20.11415,-33.01030,161.15936
1006.00000,10.06000,0.74226,-1.29445,0.25087,-6.00560,0.72940,-1.37036,-1.69091,-16.58897,-17.57192,-20.28092,-3.71766,-13.59757,-16.75805,-25.00936,-6.81677,-12.80769,-19.95883,-33.01030,153.08017
1007.00000,10.07000,0.73520,-1.33596,0.24497,-6.10889,0.71813,-1.43795,-1.72374,-16.61112,-17.89868,-20.40481,-3.78566,-13.74825,-17.18263,-25.19765,-6.75251,-12.88622,-20.09169,-33.01030,161.11016
1008.00000,10.08000,0.74190,-1.29652,0.24379,-6.12983,0.72633,-1.38864,-1.65800,-16.65281,-18.86767,-20.44198,-3.74867,-14.12048,-17.57333,-25.63087,-6.67065,-13.22998,-20.06758,-33.01030,156.75190
1009.00000,10.09000,0.73655,-1.32800,0.23834,-6.22804,0.71634,-1.44879,-1.66673,-16.85162,-19.62605,-20.56899,-3.79370,-14.50854,-18.32591,-25.65377,-6.62827,-13.53230,-20.18116,-33.01030,164.49752
1010.00000,10.10000,0.72547,-1.39382,0.23468,-6.29524,0.70936,-1.49132,-1.73735,-16.93343,-20.16815,-20.00524,-3.86156,-14.58037,-18.00063,-25.10843,-6.72031,-13.72834,-19.61081,-33.01030,154.19046
1011.00000,10.11000,0.74448,-1.28147,0.24894,-6.03901,0.72547,-1.39383,-1.63522,-16.95311,-19.79373,-19.91571,-3.67726,-14.25881,-17.67428,-24.93681,-6.69750,-13.44577,-19.54542,-33.01030,160.65263
1012.00000,10.12000,0.74619,-1.27153,0.24986,-6.02303,0.73033,-1.36481,-1.63528,-16.88221,-19.90670,-19.36476,-3.68590,-14.12368,-17.19821,-25.04077,-6.69489,-13.49082,-19.04705,-33.01030,154.15509
1013.00000,10.13000,0.74338,-1.28789,0.24500,-6.10833,0.72430,-1.40081,-1.65243,-16.94269,-19.54563,-19.52913,-3.74978,-14.07522,-17.27655,-24.38940,-6.63972,-13.44413,-19.17253,-33.01030,158.05657
1014.00000,10.14000,0.73892,-1.31401,0.24491,-6.10991,0.72232,-1.41271,-1.70302,-16.62503,-19.07448,-19.65465,-3.78930,-13.85944,-17.26304,-24.84375,-6.67199,-13.08683,-19.30322,-33.01030,155.13037
1015.00000,10.15000,0.74814,-1.26015,0.24786,-6.05787,0.72756,-1.38129,-1.65726,-16.71572,-18.05834,-19.95617,-3.78846,-13.47856,-17.26829,-25.94823,-6.54345,-12.82837,-19.63775,-33.01030,164.48642
1016.00000,10.16000,0.76161,-1.18270,0.25672,-5.90545,0.74431,-1.28246,-1.61952,-16.31312,-17.18880,-19.93269,-3.71128,-12.92699,-16.84099,-27.80888,-6.50348,-12.21559,-19.69116,-33.01030,161.29592
1017.00000,10.17000,0.79009,-1.02323,0.26930,-5.69769,0.77137,-1.12735,-1.48675,-16.25612,-16.27313,-19.33636,-3.57462,-12.41598,-16.28601,-26.60720,-6.38589,-11.85339,-19.12242,-33.01030,164.94915
1018.00000,10.18000,0.80983,-0.91606,0.28271,-5.48652,0.79312,-1.00664,-1.37075,-16.67594,-16.01845,-19.46536,-3.37417,-12.41774,-16.30994,-26.26948,-6.43868,-11.83391,-19.22452,-33.01030,164.25270
1019.00000,10.19000,0.76350,-1.17193,0.26708,-5.73354,0.74764,-1.26308,-1.59604,-17.43367,-16.59673,-19.65644,-3.58230,-12.99998,-16.79279,-27.17286,-6.77252,-12.47450,-19.45452,-33.01030,164.33999
1020.00000,10.20000,0.72102,-1.42053,0.25690,-5.90230,0.70918,-1.49241,-1.80309,-18.00513,-17.76082,-20.42566,-3.67657,-13.90870,-18.22998,-29.07377,-7.18036,-13.09450,-20.24921,-33.01030,158.89475
1021.00000,10.21000,0.70265,-1.53259,0.24599,-6.09079,0.69150,-1.60207,-1.88206,-18.83371,-19.60944,-19.61781,-3.77863,-14.62330,-18.09289,-26.66620,-7.27092,-13.92039,-19.51222,-33.01030,150.90382
1022.00000,10.22000,0.68439,-1.64693,0.23518,-6.28595,0.67401,-1.71335,-1.99240,-19.27532,-20.35124,-19.46537,-3.89914,-14.95390,-18.29513,-25.51329,-7.35601,-14.09526,-19.35652,-33.01030,147.16657
1023.00000,10.23000,0.69767,-1.56352,0.22623,-6.45458,0.68613,-1.63595,-1.89675,-19.71984,-20.18162,-19.23430,-4.01154,-15.04017,-18.16708,-25.95893,-6.99279,-14.32380,-19.11878,-33.01030,148.28244
1024.00000,10.24000,0.76148,-1.18340,0.21850,-6.60555,0.74300,-1.29010,-1.47374,-21.30246,-18.96834,-20.26492,-3.97683,-14.69928,-19.35821,-26.38510,-6.05354,-14.25543,-20.12784,-33.01030,154.07211
1025.00000,10.25000,0.90384,-0.43908,0.21631,-6.64921,0.86834,-0.61310,-0.68526,-19.63430,-20.06607,-20.00199,-3.77000,-14.72248,-19.05023,-26.84290,-4.56428,-14.34673,-19.84040,-33.01030,160.82249
1026.00000,10.26000,0.73669,-1.32716,0.14455,-8.39985,0.65853,-1.81425,-1.62840,-21.34225,-19.89855,-20.37067,-5.59881,-15.34256,-19.54822,-27.05983,-4.38193,-14.26523,-20.18611,-33.01030,163.40232
1027.00000,10.27000,0.13498,-8.69735,0.04854,-13.13887,0.10236,-9.89886,-10.39782,-23.32876,-20.47712,-20.58470,-13.27902,-15.44646,-19.64407,-28.49860,-11.63880,-14.93557,-20.44745,-33.01030,121.97548
1028.00000,10.28000,0.07167,-11.44678,0.04288,-13.67751,0.05850,-12.32879,-15.51912,-23.06311,-20.44715,-21.01484,-14.62648,-15.71259,-20.16492,-28.86752,-16.79951,-14.78508,-20.85948,-33.01030,100.76871
1029.00000,10.29000,0.04882,-13.11430,0.03932,-14.05376,0.04549,-13.42116,-20.98118,-23.06550,-21.26340,-21.24560,-15.26156,-16.21103,-20.37739,-29.34270,-23.40263,-15.09361,-21.07907,-33.01030,71.24675
1030.00000,10.30000,0.05674,-12.46111,0.04065,-13.90918,0.04886,-13.11089,-18.08927,-23.49247,-20.94006,-21.98290,-14.70885,-16.11507,-21.18459,-29.95040,-20.03433,-14.83997,-21.75462,-33.01030,88.75154
1031.00000,10.31000,0.05449,-12.63653,0.04226,-13.74064,0.05143,-12.88783,-19.19756,-22.98029,-21.40745,-22.19329,-14.38816,-16.35884,-21.37872,-30.01173,-22.56163,-14.62798,-21.96474,-33.01030,79.69826
1032.00000,10.32000,0.05682,-12.45485,0.04174,-13.79448,0.04860,-13.13326,-18.61514,-22.84764,-21.28564,-22.37232,-14.47923,-16.31544,-21.71157,-30.17055,-20.19306,-14.49846,-22.13778,-33.01030,89.73128
1033.00000,10.33000,0.05129,-12.89929,0.04260,-13.70637,0.04777,-13.20848,-21.59106,-22.34563,-21.41632,-22.76575,-14.32477,-16.44244,-22.09585,-29.95026,-23.72678,-14.25460,-22.49640,-33.01030,74.43130
1034.00000,10.34000,0.05381,-12.69143,0.04172,-13.79669,0.04606,-13.36719,-19.89920,-22.32547,-21.53719,-23.63489,-14.32673,-16.56581,-23.00163,-30.96230,-20.74018,-14.20232,-23.33458,-33.01030,80.83224
1035.00000,10.35000,0.05211,-12.83089,0.04440,-13.52586,0.04858,-13.13552,-22.59696,-22.12574,-21.30246,-23.68662,-13.98927,-16.37666,-23.08564,-30.36732,-23.81982,-13.84842,-23.37260,-33.01030,68.70580
1036.00000,10.36000,0.05439,-12.64492,0.04305,-13.66003,0.04765,-13.21945,-20.30420,-21.89159,-21.80610,-24.44723,-14.01542,-16.74450,-23.86253,-30.62399,-21.23837,-13.93503,-23.99951,-33.01030,82.95910
1037.00000,10.37000,0.05506,-12.59187,0.04619,-13.35471,0.05114,-12.91202,-21.86718,-21.52860,-21.30227,-24.57095,-13.62805,-16.52397,-23.95288,-30.26651,-23.40377,-13.56176,-24.06292,-33.01030,78.51481
