0.000000	0.000000	0.000000
0.010000	0.000000	0.000000
0.020000	0.000000	0.000000
0.030000	0.000000	0.000000
0.040000	0.000000	0.000000
0.050000	0.000000	0.000000
0.060000	0.000000	0.000000
0.070000	0.000000	0.000000
0.080000	0.000000	0.000000
0.090000	103.842160	103.874519
0.100000	103.950104	0.160000
0.110000	103.917697	103.842163
0.120000	103.874520	0.190000
0.130000	103.874520	103.917702
0.140000	103.874520	0.220000
0.150000	103.885311	103.885307
0.160000	103.950104	0.250000
0.170000	103.842160	103.928497
0.180000	103.939299	0.280000
0.190000	103.842160	103.939301
0.200000	103.917697	0.310000
0.210000	103.874520	103.863731
0.220000	103.928497	0.340000
0.230000	103.885311	103.863731
0.240000	103.863731	0.370000
0.250000	103.863731	103.863731
0.260000	103.928497	0.400000
0.270000	103.960911	103.874519
0.280000	103.852944	0.430000
0.290000	103.939299	103.863731
0.300000	103.874520	0.460000
0.310000	103.874520	103.896103
0.320000	103.863731	0.490000
0.330000	103.928497	103.896103
0.340000	103.863731	0.520000
0.350000	103.863731	103.885307
0.360000	103.852944	0.550000
0.370000	103.863731	103.874519
0.380000	103.863731	0.580000
0.390000	103.863731	103.863731
0.400000	103.852944	0.610000
0.410000	103.874520	103.842163
0.420000	103.906899	0.640000
0.430000	103.842160	103.809822
0.440000	103.863731	0.670000
0.450000	103.917697	103.852943
0.460000	103.863731	0.700000
0.470000	103.896104	103.831383
0.480000	103.852944	0.730000
0.490000	103.874520	103.777496
0.500000	103.896104	0.760000
0.510000	103.831378	103.777496
0.520000	103.885311	0.790000
0.530000	103.885311	103.831383
0.540000	103.874520	0.820000
0.550000	103.863731	103.820602
0.560000	103.874520	0.850000
0.570000	103.831378	103.831383
0.580000	103.863731	0.880000
0.590000	103.863731	103.809822
0.600000	103.874520	0.910000
0.610000	103.831378	103.788269
0.620000	103.842160	0.940000
0.630000	103.831378	103.777496
0.640000	103.842160	0.970000
0.650000	103.809820	174.125015
0.660000	103.852944	1.000000
0.670000	103.809820	174.337524
0.680000	103.852944	1.030000
0.690000	103.809820	103.809822
0.700000	103.939299	1.060000
0.710000	103.831378	103.777496
0.720000	103.820598	1.090000
0.730000	103.831378	103.831383
0.740000	103.777501	1.120000
0.750000	103.820598	103.712921
0.760000	103.799045	1.150000
0.770000	103.777501	103.842163
0.780000	103.842160	1.180000
0.790000	103.799045	103.755966
0.800000	103.831378	1.210000
0.810000	103.777501	103.842163
0.820000	103.799045	1.240000
0.830000	103.820598	103.831383
0.840000	103.831378	1.270000
0.850000	103.788272	103.831383
0.860000	103.831378	1.300000
0.870000	103.799045	103.820602
0.880000	103.820598	1.330000
0.890000	103.809820	103.960907
0.900000	103.831378	1.360000
0.910000	103.809820	0.000000
0.920000	103.788272	1.390000
